#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"	"Elapsed Time (s)"	"Time Remaining"
4.8%	12000	101048.00001875118	-232392.12344126648	43655.92171793786	-188736.20172332862	301.7496218127219	169.90042647634468	1.0206759090620887	293	12.979971885681152	4:40
5.2%	13000	101052.00001875199	-232521.7653716884	43251.22013774648	-189270.54523394193	298.9523255018394	169.90042647634468	1.0206759090620887	293	14.16510272026062	4:39
5.6%	14000	101056.0000187528	-232439.79600598087	43808.66221291872	-188631.13379306215	302.80536373231183	169.90042647634468	1.0206759090620887	293	15.331875562667847	4:38
6.0%	15000	101060.00001875362	-231852.40198059892	43194.033426128866	-188658.36855447007	298.55705109405534	169.77713821305528	1.0214171004941865	293	16.489404678344727	4:36
6.4%	16000	101064.00001875444	-233022.53173315868	44033.37478998417	-188989.15694317452	304.35857650340307	169.77713821305528	1.0214171004941865	293	17.665183782577515	4:35
6.8%	17000	101068.00001875525	-232398.46668903192	43040.493328272605	-189357.97336075932	297.49578232138896	169.77713821305528	1.0214171004941865	293	18.840412378311157	4:34
7.2%	18000	101072.00001875607	-233799.07660726312	43062.404411408614	-190736.6721958545	297.64723167326645	169.77713821305528	1.0214171004941865	294	20.00242328643799	4:32
7.6%	19000	101076.00001875688	-232903.7941033747	43494.559278826644	-189409.23482454807	300.6342850368503	169.77713821305528	1.0214171004941865	294	21.184311389923096	4:31
8.0%	20000	101080.0000187577	-232205.59375148994	43681.577580030804	-188524.01617145914	301.926955067391	169.86121529627815	1.0209115243954066	294	22.361778497695923	4:30
8.4%	21000	101084.00001875851	-232280.67840249208	42775.30101273876	-189505.37738975332	295.6627736991681	169.86121529627815	1.0209115243954066	293	23.566716194152832	4:29
8.8%	22000	101088.00001875933	-232510.84829219186	43853.84435958594	-188657.0039326059	303.11766261715974	169.86121529627815	1.0209115243954066	293	24.732074737548828	4:28
9.2%	23000	101092.00001876014	-232236.95399947464	42869.22336989875	-189367.7306295759	296.3119647971341	169.86121529627815	1.0209115243954066	294	25.897751569747925	4:27
9.6%	24000	101096.00001876095	-232244.29197366018	43462.02703284437	-188782.2649408158	300.40942223392307	169.99249668964544	1.0201230973175217	294	27.08088445663452	4:26
10.0%	25000	101100.00001876177	-231910.28091945208	43486.204594127514	-188424.07632532457	300.5765374770893	169.99249668964544	1.0201230973175217	294	28.248331546783447	4:24
10.4%	26000	101104.00001876258	-232063.02577948652	43012.36512839215	-189050.66065109437	297.3013602741112	169.99249668964544	1.0201230973175217	294	29.415835857391357	4:23
10.8%	27000	101108.0000187634	-232861.2168079035	43284.280246386756	-189576.93656151672	299.18083689013963	170.07005972461832	1.0196578546780943	294	30.604543924331665	4:22
11.2%	28000	101112.00001876421	-232506.2763734304	44133.7017296005	-188372.5746438299	305.05203605930143	170.07005972461832	1.0196578546780943	294	31.773907899856567	4:21
11.6%	29000	101116.00001876503	-232457.30993017228	43397.174188929544	-189060.13574124273	299.9611595388592	170.57599333756016	1.01663351829706	294	32.94335174560547	4:20
12.0%	30000	101120.00001876584	-232549.22681849875	43011.38353555393	-189537.8432829448	297.2945755068665	170.57599333756016	1.01663351829706	294	34.120670795440674	4:18
12.4%	31000	101124.00001876666	-232740.78219889826	43323.81785645772	-189416.96434244054	299.4541207521406	170.57599333756016	1.01663351829706	294	35.29973268508911	4:17
12.8%	32000	101128.00001876747	-232512.37397820107	43262.74211382479	-189249.63186437628	299.0319653716979	170.57599333756016	1.01663351829706	294	36.46562433242798	4:16
13.2%	33000	101132.00001876829	-232062.4447809445	43619.141157952385	-188443.30362299213	301.49539467402155	171.09778244049983	1.0135331374273369	294	37.64908480644226	4:15
13.6%	34000	101136.0000187691	-232438.95008283702	42718.65290721462	-189720.2971756224	295.2712221353561	171.2572005189004	1.012589670497629	294	38.81382775306702	4:14
14.0%	35000	101140.00001876992	-232392.53686063428	43924.89002821862	-188467.64683241566	303.6087301011967	171.2572005189004	1.012589670497629	294	39.986929178237915	4:12
14.4%	36000	101144.00001877073	-232253.9978792502	43667.827291480586	-188586.17058776962	301.8319131072957	171.2572005189004	1.012589670497629	294	41.14786911010742	4:11
14.8%	37000	101148.00001877155	-231549.43196549162	43671.15061359911	-187878.2813518925	301.8548839014735	171.2572005189004	1.012589670497629	294	42.299572706222534	4:10
15.2%	38000	101152.00001877236	-232227.1538474441	43191.958788534175	-189035.19505890994	298.5427112041856	171.2572005189004	1.012589670497629	294	43.49250411987305	4:09
15.6%	39000	101156.00001877318	-231812.39843701653	43144.99137396551	-188667.407063051	298.2180725520645	171.2572005189004	1.012589670497629	294	44.64679312705994	4:07
16.0%	40000	101160.000018774	-231350.6611404214	43565.2175138769	-187785.4436265445	301.1226745809338	171.2572005189004	1.012589670497629	294	45.80852937698364	4:06
16.4%	41000	101164.00001877481	-232046.77806764713	43242.56147245518	-188804.21659519195	298.8924768289851	171.2572005189004	1.012589670497629	294	47.01840329170227	4:05
16.8%	42000	101168.00001877562	-231843.9757206639	43678.901910457644	-188165.07381020626	301.9084608459882	171.2572005189004	1.012589670497629	294	48.177711963653564	4:04
17.2%	43000	101172.00001877644	-232202.39695247507	43535.38601387185	-188667.01093860323	300.9164793274516	171.2572005189004	1.012589670497629	294	49.33238863945007	4:03
17.6%	44000	101176.00001877725	-232808.31980170374	43950.798321367874	-188857.52148033585	303.78780815869624	171.2572005189004	1.012589670497629	294	50.5078239440918	4:01
18.0%	45000	101180.00001877807	-231187.55583538633	44067.67951551812	-187119.8763198682	304.59569068056186	171.2572005189004	1.012589670497629	294	51.66192436218262	4:00
18.4%	46000	101184.00001877888	-232093.19953731907	43679.356785779804	-188413.84275153925	301.9116049430782	171.2572005189004	1.012589670497629	294	52.8520929813385	3:59
18.8%	47000	101188.0000187797	-230850.76299490035	43347.62464169282	-187503.13835320753	299.6186731921895	171.4551901987895	1.0114203719509451	294	54.01422905921936	3:58
19.2%	48000	101192.00001878051	-231752.7967946293	43541.219346498736	-188211.57744813059	300.95679930799037	171.4551901987895	1.0114203719509451	294	55.18221592903137	3:57
19.6%	49000	101196.00001878133	-232454.69568179466	43793.40549328533	-188661.29018850933	302.69990932433427	171.4551901987895	1.0114203719509451	294	56.35743570327759	3:55
20.0%	50000	101200.00001878214	-232520.61820726644	43126.9347710257	-189393.68343624074	298.09326535767025	171.4551901987895	1.0114203719509451	294	57.510700702667236	3:54
20.4%	51000	101204.00001878296	-232545.1991786285	43423.25228828861	-189121.9468903399	300.14141129645657	171.22095810139598	1.0128040058103485	294	58.69340896606445	3:53
20.8%	52000	101208.00001878377	-231872.22599737544	43494.143158657855	-188378.0828387176	300.6314088152836	171.22095810139598	1.0128040058103485	294	59.86842966079712	3:52
21.2%	53000	101212.00001878459	-231506.6004780734	43332.14272380458	-188174.45775426883	299.51166221443725	171.22095810139598	1.0128040058103485	294	61.04105043411255	3:51
21.6%	54000	101216.0000187854	-233077.94379137253	43442.8260594606	-189635.11773191192	300.2767051538801	171.22095810139598	1.0128040058103485	294	62.197798013687134	3:50
22.0%	55000	101220.00001878622	-232237.38915069134	43893.1411152879	-188344.24803540343	303.3892816943642	171.22095810139598	1.0128040058103485	295	63.367265701293945	3:48
22.4%	56000	101224.00001878703	-231979.19028082292	43492.75491394351	-188486.43536687942	300.62181327128735	171.13331478244106	1.0133226979459675	295	64.52562975883484	3:47
22.8%	57000	101228.00001878785	-231635.80309399567	43133.76358540926	-188502.0395085864	298.1404661056234	171.13331478244106	1.0133226979459675	295	65.68737578392029	3:46
23.2%	58000	101232.00001878866	-232047.24809636117	43030.49716121633	-189016.75093514484	297.4266888396777	171.13331478244106	1.0133226979459675	295	66.86064338684082	3:45
23.6%	59000	101236.00001878948	-231841.80814790406	43081.732562220066	-188760.07558568398	297.7808278033717	171.13331478244106	1.0133226979459675	295	68.02737045288086	3:44
24.0%	60000	101240.00001879029	-232989.28716181638	43196.645879453514	-189792.64128236286	298.57510836490644	171.13331478244106	1.0133226979459675	295	69.20439124107361	3:42
24.4%	61000	101244.0000187911	-231953.83895431098	43329.74598737267	-188624.0929669383	299.4950959782097	171.13331478244106	1.0133226979459675	295	70.3789849281311	3:41
24.8%	62000	101248.00001879192	-232172.45414051798	43318.826285166455	-188853.62785535151	299.41961902385003	171.1729124220751	1.013088284764241	295	71.53565645217896	3:40
25.2%	63000	101252.00001879274	-232816.8739161892	43712.862841541006	-189104.01107464818	302.1431987167638	170.6829331167027	1.0159965561712614	295	72.71606397628784	3:39
25.6%	64000	101256.00001879355	-233074.9050026344	43590.66491229152	-189484.24009034288	301.2985669351794	170.3624593188767	1.0179077769662424	295	73.87429928779602	3:38
26.0%	65000	101260.00001879437	-233409.89066270762	43305.61017370702	-190104.2804890006	299.32826929447117	170.3624593188767	1.0179077769662424	295	75.03302788734436	3:36
26.4%	66000	101264.00001879518	-232697.51290238235	43247.759096236856	-189449.7538061455	298.9284027915745	170.3624593188767	1.0179077769662424	295	76.22282886505127	3:35
26.8%	67000	101268.000018796	-232606.28616871487	43606.581026453416	-188999.70514226146	301.40857907649007	169.92509666693454	1.020527724540197	295	77.38677549362183	3:34
27.2%	68000	101272.00001879681	-232679.05456742214	43406.462908992355	-189272.59165842977	300.02536314871963	169.92509666693454	1.020527724540197	295	78.55310153961182	3:33
27.6%	69000	101276.00001879763	-232826.51189365698	43279.71710301159	-189546.7947906454	299.14929645453435	170.99282255884256	1.01415527066409	295	79.73956561088562	3:32
28.0%	70000	101280.00001879844	-232187.77363306744	43247.87314924757	-188939.90048381986	298.92919112569956	170.99282255884256	1.01415527066409	295	80.89924740791321	3:31
28.4%	71000	101284.00001879926	-231736.28186595568	43492.13928717282	-188244.14257878286	300.6175580605869	170.99282255884256	1.01415527066409	295	82.10423994064331	3:29
28.8%	72000	101288.00001880007	-232062.16310411826	43141.99455050276	-188920.1685536155	298.1973585157794	170.99282255884256	1.01415527066409	295	83.26810002326965	3:28
29.2%	73000	101292.00001880089	-232894.49124884064	43076.041829874346	-189818.4494189663	297.74149347561996	170.99282255884256	1.01415527066409	295	84.42587161064148	3:27
29.6%	74000	101296.0000188017	-231644.312273263	43363.716072356256	-188280.59620090673	299.7298971207207	170.99282255884256	1.01415527066409	295	85.60735011100769	3:26
30.0%	75000	101300.00001880252	-231955.47943906672	43724.49455018899	-188230.98488887772	302.2235970578695	170.99282255884256	1.01415527066409	295	86.78003716468811	3:25
30.4%	76000	101304.00001880333	-231897.13626762666	43109.96616356285	-188787.1701040638	297.97597838529373	171.66678917055606	1.0101736805450963	295	87.9461030960083	3:24
30.8%	77000	101308.00001880414	-231382.3266979269	43387.83084129091	-187994.495856636	299.8965783433311	171.66678917055606	1.0101736805450963	295	89.11842918395996	3:22
31.2%	78000	101312.00001880496	-231147.90666812845	43464.38993492545	-187683.516733203	300.42575460720224	171.66678917055606	1.0101736805450963	295	90.28060340881348	3:21
31.6%	79000	101316.00001880577	-232783.42510462797	42262.87103105624	-190520.55407357172	292.1208589464058	171.66678917055606	1.0101736805450963	295	91.43938255310059	3:20
32.0%	80000	101320.00001880659	-231351.25538674125	43739.71478037644	-187611.5406063648	302.3287992508879	171.66678917055606	1.0101736805450963	295	92.61477160453796	3:19
32.4%	81000	101324.0000188074	-232108.49200239393	43175.36140032239	-188933.13060207153	298.4279900983447	170.99861308227648	1.014120928339585	295	93.79805064201355	3:18
32.8%	82000	101328.00001880822	-232679.1104862895	43147.046138353726	-189532.06434793575	298.2322750783807	170.99861308227648	1.014120928339585	295	94.98124051094055	3:16
33.2%	83000	101332.00001880903	-232727.2806034214	43368.69970323078	-189358.5809001906	299.76434396487065	170.99861308227648	1.014120928339585	295	96.15053582191467	3:15
33.6%	84000	101336.00001880985	-232141.4900036535	43085.573442177454	-189055.91656147607	297.80737595603836	170.99861308227648	1.014120928339585	295	97.31787610054016	3:14
34.0%	85000	101340.00001881066	-231504.50344627595	43472.67882812772	-188031.82461814824	300.48304741630136	170.99861308227648	1.014120928339585	295	98.49552631378174	3:13
34.4%	86000	101344.00001881148	-231472.03097038047	43314.14852107661	-188157.88244930387	299.3872863301513	171.3452976107783	1.0120690480674814	295	99.65587377548218	3:12
34.8%	87000	101348.0000188123	-231887.24615310808	43598.696735882695	-188288.54941722538	301.35408287976907	171.3452976107783	1.0120690480674814	295	100.81044125556946	3:11
35.2%	88000	101352.00001881311	-232481.06478630658	42857.400447420434	-189623.66433888616	296.23024478651104	171.3452976107783	1.0120690480674814	295	101.98890662193298	3:09
35.6%	89000	101356.00001881392	-232149.02369949484	43319.02216335213	-188830.00153614272	299.4209729333799	171.3452976107783	1.0120690480674814	295	103.15066885948181	3:08
36.0%	90000	101360.00001881474	-231335.5756267013	43128.264039197755	-188207.31158750353	298.1024532559535	171.3452976107783	1.0120690480674814	295	104.31071782112122	3:07
36.4%	91000	101364.00001881555	-232139.04689033562	43461.44953480162	-188677.597355534	300.40543056889476	171.3452976107783	1.0120690480674814	295	105.50009250640869	3:06
36.8%	92000	101368.00001881637	-231701.99338172085	43591.77071104423	-188110.22267067662	301.30621021339454	171.3452976107783	1.0120690480674814	295	106.65535950660706	3:05
37.2%	93000	101372.00001881718	-231700.88001463044	43005.46723852694	-188695.4127761035	297.25368207660154	171.3452976107783	1.0120690480674814	295	107.81445121765137	3:03
37.6%	94000	101376.000018818	-232006.09756407165	43013.39027481592	-188992.70728925572	297.3084460836303	171.3452976107783	1.0120690480674814	295	109.00411105155945	3:02
38.0%	95000	101380.00001881881	-232170.05501604278	43390.16956245803	-188779.88545358475	299.91274357819356	171.3452976107783	1.0120690480674814	295	110.17000031471252	3:01
38.4%	96000	101384.00001881963	-232292.10249044024	43615.759302405444	-188676.3431880348	301.4720192969328	171.3452976107783	1.0120690480674814	295	111.35819387435913	3:00
38.8%	97000	101388.00001882044	-232012.60658742476	42931.28429260006	-189081.3222948247	296.74092973974746	171.3452976107783	1.0120690480674814	295	112.52686476707458	2:59
39.2%	98000	101392.00001882126	-231754.5964308629	44158.98677594178	-187595.6096549211	305.22680623642185	171.3452976107783	1.0120690480674814	295	113.69353079795837	2:58
39.6%	99000	101396.00001882207	-232149.23128563655	43486.617568760455	-188662.61371687608	300.57939195672014	171.13106070266372	1.013336045085826	295	114.86519265174866	2:56
40.0%	100000	101400.00001882289	-232540.6818864082	43344.371400828444	-189196.31048557974	299.5961867994652	171.13106070266372	1.013336045085826	295	116.02997660636902	2:55
40.4%	101000	101404.0000188237	-232542.055564972	43037.34954338271	-189504.70602158929	297.4740524880867	171.13106070266372	1.013336045085826	295	117.21367406845093	2:54
40.8%	102000	101408.00001882452	-232474.1357041304	43363.87410351807	-189110.2616006123	299.7309894317162	170.90328225470094	1.014686610789242	295	118.39078330993652	2:53
41.2%	103000	101412.00001882533	-231953.20821782004	44019.461703918474	-187933.74651390157	304.26240928728754	170.90328225470094	1.014686610789242	295	119.54665184020996	2:52
41.6%	104000	101416.00001882615	-232314.74370408052	43176.62935364042	-189138.1143504401	298.4367541885101	170.90328225470094	1.014686610789242	295	120.70278668403625	2:51
42.0%	105000	101420.00001882696	-232163.03838994767	43895.53601520648	-188267.5023747412	303.4058352366162	170.90328225470094	1.014686610789242	295	121.87259149551392	2:49
42.4%	106000	101424.00001882778	-231161.2765610845	44022.73448936275	-187138.54207172175	304.2850307720993	170.90328225470094	1.014686610789242	295	123.03337788581848	2:48
42.8%	107000	101428.00001882859	-231693.41611544054	43218.451725649546	-188474.964389791	298.7258303193178	170.90328225470094	1.014686610789242	295	124.21284341812134	2:47
43.2%	108000	101432.0000188294	-232132.99728885846	43281.218039045925	-188851.77924981253	299.1596709206527	170.90328225470094	1.014686610789242	295	125.37437009811401	2:46
43.6%	109000	101436.00001883022	-232189.56860536605	43533.15710923098	-188656.41149613506	300.9010731441442	170.95001607795567	1.0144092186847222	295	126.54633617401123	2:45
44.0%	110000	101440.00001883104	-231740.8021685013	42823.90402018212	-188916.8981483192	295.9987175651516	170.95001607795567	1.0144092186847222	295	127.73828887939453	2:44
44.4%	111000	101444.00001883185	-231935.05038450757	43280.495526000894	-188654.5548585067	299.15467691229105	170.95001607795567	1.0144092186847222	295	128.92331504821777	2:42
44.8%	112000	101448.00001883267	-232061.2611791839	43139.42880733565	-188921.83237184826	298.17962410542043	171.1990620543793	1.0129335415908824	295	130.08449172973633	2:41
45.2%	113000	101452.00001883348	-231544.5969461727	43285.622578880386	-188258.9743672923	299.190115088981	171.4688209166197	1.0113399702451182	295	131.2684769630432	2:40
45.6%	114000	101456.0000188343	-231498.45259485388	43389.61876286	-188108.83383199386	299.9089364527485	171.4688209166197	1.0113399702451182	295	132.43519592285156	2:39
46.0%	115000	101460.00001883511	-231494.93209743098	43166.98697698281	-188327.9451204482	298.3701061051503	171.4688209166197	1.0113399702451182	295	133.59627318382263	2:38
46.4%	116000	101464.00001883593	-232277.09637842386	43844.01648208681	-188433.07989633706	303.0497323524468	171.4688209166197	1.0113399702451182	295	134.77035236358643	2:37
46.8%	117000	101468.00001883674	-231560.51906343416	43653.08973354147	-187907.42932989268	301.7300471436516	171.48594944662617	1.0112389545812521	295	135.9339828491211	2:35
47.2%	118000	101472.00001883756	-231348.50770894595	43139.27980920069	-188209.22789974525	298.178594230684	171.48594944662617	1.0112389545812521	295	137.1208598613739	2:34
47.6%	119000	101476.00001883837	-231790.95709634654	43330.1637145617	-188460.79338178484	299.49798330749627	171.48594944662617	1.0112389545812521	295	138.28723073005676	2:33
48.0%	120000	101480.00001883919	-232636.34900833463	43385.234365402735	-189251.1146429319	299.878631508481	171.48594944662617	1.0112389545812521	295	139.44174027442932	2:32
48.4%	121000	101484.00001884	-231622.5275603725	43082.469682777235	-188540.05787759525	297.78592277882075	171.4361477301107	1.0115327166402595	295	140.63417434692383	2:31
48.8%	122000	101488.00001884082	-232186.42972881527	44311.003449174605	-187875.42627964067	306.2775451018983	171.4361477301107	1.0115327166402595	295	141.79224824905396	2:29
49.2%	123000	101492.00001884163	-231845.38345542713	43018.415409623936	-188826.9680458032	297.3431798028649	170.9717538602924	1.014280244124315	295	142.95546412467957	2:28
49.6%	124000	101496.00001884245	-232189.30845704913	42942.07251829405	-189247.2359387551	296.8154979287832	170.9717538602924	1.014280244124315	295	144.13104271888733	2:27
50.0%	125000	101500.00001884326	-232994.29341364733	43686.24573499723	-189308.0476786501	301.9592213428527	170.78639753030347	1.0153810534765224	295	145.29044485092163	2:26
50.4%	126000	101504.00001884408	-232585.8770322486	43293.08493430471	-189292.7920979439	299.2416948710245	170.0474724121921	1.0197932952712696	295	146.45269012451172	2:25
50.8%	127000	101508.00001884489	-232855.46825563582	43696.362808272934	-189159.10544736288	302.02915052805054	170.0474724121921	1.0197932952712696	295	147.64010047912598	2:24
51.2%	128000	101512.0000188457	-232325.0243833575	43912.47375919435	-188412.55062416315	303.52290888073077	170.11786908292166	1.0193712934368566	295	148.80232191085815	2:22
51.6%	129000	101516.00001884652	-231729.98916170857	43401.497215238924	-188328.49194646964	299.9910402859058	170.11786908292166	1.0193712934368566	295	149.967298746109	2:21
52.0%	130000	101520.00001884734	-232275.9871316743	43491.1064322132	-188784.8806994611	300.61041896968726	170.11786908292166	1.0193712934368566	295	151.14259433746338	2:20
52.4%	131000	101524.00001884815	-232445.50077257998	42657.86301116404	-189787.63776141594	294.85104252577605	170.42006123791322	1.0175637245059304	295	152.33501935005188	2:19
52.8%	132000	101528.00001884896	-231960.70996500592	43652.75593578135	-188307.95402922458	301.72773993436783	170.1350406805119	1.019268409083487	295	153.5213656425476	2:18
53.2%	133000	101532.00001884978	-232208.39065689023	43414.76924875128	-188793.62140813895	300.08277654837474	170.20544969356115	1.018846767574093	295	154.6864116191864	2:17
53.6%	134000	101536.0000188506	-232114.42673052097	43642.78176685316	-188471.64496366782	301.6587985036628	170.7254296325215	1.0157436570348286	295	155.857173204422	2:15
54.0%	135000	101540.00001885141	-231683.1923432178	44076.96938234557	-187606.22296087223	304.65990221685666	170.7254296325215	1.0157436570348286	295	157.03675031661987	2:14
54.4%	136000	101544.00001885222	-231691.17694089486	44108.94934341162	-187582.22759748323	304.8809476278233	170.7254296325215	1.0157436570348286	295	158.19426894187927	2:13
54.8%	137000	101548.00001885304	-232369.89855354564	42848.040338137675	-189521.85821540796	296.1655477345406	170.7254296325215	1.0157436570348286	295	159.35269331932068	2:12
55.2%	138000	101552.00001885385	-231707.55361103092	43675.10599430557	-188032.44761672535	301.88222348303157	170.85017801681883	1.0150019991592198	295	160.52987551689148	2:11
55.6%	139000	101556.00001885467	-231266.3639341463	43056.255413882645	-188210.10852026366	297.60472981773415	170.81699244710077	1.0151991892579595	295	161.70178079605103	2:10
56.0%	140000	101560.00001885548	-231830.65345007437	43282.144617008795	-188548.50883306557	299.16607542521643	170.81699244710077	1.0151991892579595	295	162.8642382621765	2:08
56.4%	141000	101564.0000188563	-231380.72891693632	43412.33703167116	-187968.39188526515	300.06596506999534	170.88342596642514	1.0148045152012086	295	164.0568869113922	2:07
56.8%	142000	101568.00001885711	-232992.0047803764	43290.83895947073	-189701.16582090565	299.22617069858507	170.88342596642514	1.0148045152012086	295	165.222651720047	2:06
57.2%	143000	101572.00001885793	-231767.115307383	44205.28963995751	-187561.8256674255	305.5468515167819	170.88342596642514	1.0148045152012086	295	166.39649486541748	2:05
57.6%	144000	101576.00001885874	-231198.81129750574	43018.88738754745	-188179.92390995828	297.3464421130927	170.69330056407517	1.015934847300486	295	167.57288599014282	2:04
58.0%	145000	101580.00001885956	-231845.18436641502	43342.10986307272	-188503.0745033423	299.58055505614954	171.1718590230253	1.0130945193535166	295	168.7308497428894	2:03
58.4%	146000	101584.00001886037	-232719.020865086	43647.779507979954	-189071.24135710605	301.69334287784125	171.29108768209838	1.0123893460564621	295	169.91574597358704	2:01
58.8%	147000	101588.00001886119	-231478.38107376237	43354.79577612034	-188123.58529764204	299.668240055431	171.11437854266998	1.013434836515135	295	171.07545065879822	2:00
59.2%	148000	101592.000018862	-232349.81790458155	43482.23575974889	-188867.58214483265	300.54910490378285	170.63045837054585	1.0163090101252064	295	172.22811579704285	1:59
59.6%	149000	101596.00001886282	-232687.01867136394	43467.36501528834	-189219.6536560756	300.44631835523546	170.63045837054585	1.0163090101252064	295	173.4117567539215	1:58
60.0%	150000	101600.00001886363	-232006.18218836206	43021.409530595025	-188984.77265776703	297.36387515953436	170.58821881634114	1.0165606596225738	295	174.57121443748474	1:57
60.4%	151000	101604.00001886445	-232179.91120479337	43639.331375038	-188540.57982975538	301.6349494040594	170.457474378276	1.017340382850823	295	175.7519371509552	1:55
60.8%	152000	101608.00001886526	-232015.27561372984	43563.7561515309	-188451.51946219895	301.11257364805033	170.457474378276	1.017340382850823	295	176.9483609199524	1:54
61.2%	153000	101612.00001886608	-232388.58713799488	43506.465943779716	-188882.12119421517	300.7165838752496	170.68806946829224	1.0159659827659702	295	178.11734771728516	1:53
61.6%	154000	101616.0000188669	-232402.90583485947	43415.27456675044	-188987.63126810902	300.0862693051221	170.68806946829224	1.0159659827659702	295	179.30887150764465	1:52
62.0%	155000	101620.00001886771	-232073.40753628622	42690.47909654582	-189382.92843974038	295.07648482642327	170.68806946829224	1.0159659827659702	295	180.46683931350708	1:51
62.4%	156000	101624.00001886852	-231776.03784383705	43553.74193280229	-188222.29591103477	301.04335539322506	170.68806946829224	1.0159659827659702	295	181.63118815422058	1:50
62.8%	157000	101628.00001886934	-232074.67094046396	43240.37852064111	-188834.29241982283	298.87738827150173	170.77448849056987	1.0154518615545762	295	182.81034541130066	1:48
63.2%	158000	101632.00001887015	-231965.2837125461	43225.20973669944	-188740.07397584667	298.7725416748056	170.77448849056987	1.0154518615545762	295	183.97247767448425	1:47
63.6%	159000	101636.00001887097	-231789.83671002917	43658.95394042843	-188130.88276960072	301.7705805269988	170.77448849056987	1.0154518615545762	295	185.12791752815247	1:46
64.0%	160000	101640.00001887178	-231671.18510658038	43617.90787859074	-188053.27722798963	301.48687025015596	170.77448849056987	1.0154518615545762	295	186.30792260169983	1:45
64.4%	161000	101644.0000188726	-230863.9058321009	43697.82540749852	-187166.08042460238	302.0392600102426	171.33870170205103	1.0121080089969179	295	187.48487782478333	1:44
64.8%	162000	101648.00001887341	-231565.97069956968	43062.82747718862	-188503.14322238107	297.6501559028806	171.33870170205103	1.0121080089969179	295	188.65187549591064	1:43
65.2%	163000	101652.00001887423	-231975.18515606993	43773.197048785805	-188201.98810728412	302.560228606457	171.33870170205103	1.0121080089969179	295	189.8237431049347	1:41
65.6%	164000	101656.00001887504	-231258.25839405437	43983.998712782915	-187274.25968127145	304.01728918118505	171.6200517801837	1.0104487817419656	295	190.9839780330658	1:40
66.0%	165000	101660.00001887586	-230811.8563967198	43730.839666529	-187081.0167301908	302.2674544861544	171.6200517801837	1.0104487817419656	295	192.14059567451477	1:39
66.4%	166000	101664.00001887667	-231271.16221356718	43460.215791128605	-187810.94642243857	300.39690293571016	171.08655383222475	1.0135996567786187	295	193.3179225921631	1:38
66.8%	167000	101668.00001887749	-231426.3518484161	43213.69703112695	-188212.65481728915	298.6929658826602	171.08655383222475	1.0135996567786187	295	194.48273992538452	1:37
67.2%	168000	101672.0000188783	-232178.1540362303	42840.34602522447	-189337.8080110058	296.11236466291365	171.08655383222475	1.0135996567786187	295	195.6668999195099	1:36
67.6%	169000	101676.00001887912	-232683.54720647115	42928.203393156386	-189755.34381331477	296.7196345704924	171.08655383222475	1.0135996567786187	295	196.82294726371765	1:34
68.0%	170000	101680.00001887993	-232197.55976764223	43598.75427843186	-188598.80548921038	301.35448061372506	171.08655383222475	1.0135996567786187	295	197.97913241386414	1:33
