#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"	"Elapsed Time (s)"	"Time Remaining"
66.8%	167000	100668.00001867376	-231881.92920100928	44200.079654819725	-187681.84954618954	305.5108401125299	170.84346076992585	1.0150419071486418	314	182.50796675682068	1:31
67.2%	168000	100672.00001867457	-232290.70036502543	43262.00782125003	-189028.6925437754	299.0268899432562	170.84346076992585	1.0150419071486418	314	183.62014055252075	1:30
67.6%	169000	100676.00001867539	-231937.7019266314	43530.6061337721	-188407.0957928593	300.8834408081476	170.84346076992585	1.0150419071486418	314	184.71889567375183	1:29
68.0%	170000	100680.0000186762	-231868.55220614333	43331.17408151115	-188537.37812463217	299.50496696132586	171.28775071977853	1.0124090690377412	314	185.8180193901062	1:27
68.4%	171000	100684.00001867702	-232155.42157262837	43918.87842504017	-188236.5431475882	303.567177915051	171.27869305267504	1.0124626078881171	314	186.93664598464966	1:26
68.8%	172000	100688.00001867783	-233257.04505919223	43177.0799210368	-190079.96513815544	298.4398685092279	171.27869305267504	1.0124626078881171	314	188.02551198005676	1:25
69.2%	173000	100692.00001867865	-232365.54066519171	42615.48868110245	-189750.05198408925	294.55815126228913	171.27869305267504	1.0124626078881171	314	189.11795806884766	1:24
69.6%	174000	100696.00001867946	-232156.78851068264	43496.3553262788	-188660.43318440384	300.646699312351	171.27869305267504	1.0124626078881171	314	190.23792958259583	1:23
70.0%	175000	100700.00001868028	-231112.77501373267	43466.52480475855	-187646.25020897412	300.44051082215327	171.27869305267504	1.0124626078881171	314	191.31501698493958	1:22
70.4%	176000	100704.0000186811	-231969.64588392433	43785.17302430467	-188184.47285961965	302.64300651931393	171.27869305267504	1.0124626078881171	314	192.41637778282166	1:21
70.8%	177000	100708.00001868191	-232545.8323204575	43921.40177744409	-188624.4305430134	303.5846193205607	171.32938387499632	1.0121630529547914	314	193.5227415561676	1:20
71.2%	178000	100712.00001868272	-232181.49901350192	43062.86208963206	-189118.63692386987	297.6503951440031	171.4861302125362	1.0112378886202344	314	194.61581158638	1:19
71.6%	179000	100716.00001868354	-232020.35680349404	43075.68846697139	-188944.66833652265	297.73905103211786	171.4861302125362	1.0112378886202344	314	195.71179795265198	1:18
72.0%	180000	100720.00001868435	-231340.8572101568	43648.434263907984	-187692.42294624881	301.6978685491795	171.4861302125362	1.0112378886202344	314	196.8118827342987	1:16
72.4%	181000	100724.00001868517	-231938.6838987302	43174.02418858794	-188764.65971014227	298.418747294178	171.4861302125362	1.0112378886202344	314	197.919659614563	1:15
72.8%	182000	100728.00001868598	-231684.56791498564	43096.86240082969	-188587.70551415597	297.8854052100301	171.4861302125362	1.0112378886202344	314	199.02872967720032	1:14
73.2%	183000	100732.0000186868	-231280.3212634722	42779.34829341545	-188500.97297005676	295.6907484930907	171.4861302125362	1.0112378886202344	314	200.10855722427368	1:13
73.6%	184000	100736.00001868761	-230857.03247286368	42984.65447683378	-187872.3779960299	297.1098243197921	171.4861302125362	1.0112378886202344	314	201.21069741249084	1:12
74.0%	185000	100740.00001868843	-231702.71938877978	43337.27112711008	-188365.4482616697	299.54710972526834	171.6011095074463	1.0105603206269174	314	202.30662202835083	1:11
74.4%	186000	100744.00001868924	-232933.52540231578	43975.45032757932	-188958.07507473647	303.9582027640213	171.6011095074463	1.0105603206269174	314	203.40087127685547	1:10
74.8%	187000	100748.00001869006	-232339.97185238905	43261.53911297761	-189078.43273941142	299.02365023284864	171.6011095074463	1.0105603206269174	314	204.48356699943542	1:09
75.2%	188000	100752.00001869087	-231654.78457944572	43539.20226955188	-188115.58230989386	300.94285727717465	171.6011095074463	1.0105603206269174	314	205.59651708602905	1:08
75.6%	189000	100756.00001869169	-232291.5313562191	43709.51359591841	-188582.01776030066	302.1200487393906	171.6011095074463	1.0105603206269174	314	206.68427205085754	1:07
76.0%	190000	100760.0000186925	-231671.07644656382	43819.05108784063	-187852.0253587232	302.8771716098089	171.5388598713347	1.010927042268154	314	207.77398133277893	1:05
76.4%	191000	100764.00001869332	-231633.09586930694	43186.64640312585	-188446.4494661811	298.5059920095196	171.4695097721207	1.011335907323945	314	208.89512991905212	1:04
76.8%	192000	100768.00001869413	-231626.59372224705	43901.481528331715	-187725.11219391535	303.44693060847925	171.36242153640973	1.0119679139042408	314	209.99162912368774	1:03
77.2%	193000	100772.00001869495	-231805.348195337	43128.00992224122	-188677.33827309578	298.100696800185	171.36242153640973	1.0119679139042408	314	211.09697437286377	1:02
77.6%	194000	100776.00001869576	-232201.32338545442	43206.80012694313	-188994.5232585113	298.645294498178	171.36242153640973	1.0119679139042408	314	212.1882472038269	1:01
78.0%	195000	100780.00001869658	-231109.5172740608	43633.55668183983	-187475.96059222097	301.5950347391053	171.36242153640973	1.0119679139042408	314	213.2833490371704	1:00
78.4%	196000	100784.00001869739	-231394.88088823704	43671.18972692719	-187723.69116130983	301.85515425269944	171.36242153640973	1.0119679139042408	314	214.41089510917664	0:59
78.8%	197000	100788.0000186982	-232652.26458399545	43281.58877243713	-189370.67581155832	299.1622334289262	170.9189966466532	1.0145933199121395	314	215.49249696731567	0:58
79.2%	198000	100792.00001869902	-232266.35927117278	43514.90673218015	-188751.45253899263	300.77492658357886	170.9189966466532	1.0145933199121395	314	216.60005450248718	0:57
79.6%	199000	100796.00001869984	-231310.2751357879	42907.634090780986	-188402.64104500692	296.5774596038789	170.9189966466532	1.0145933199121395	314	217.6982021331787	0:56
80.0%	200000	100800.00001870065	-232542.21911678137	43631.69454681725	-188910.52456996412	301.582163666483	170.9189966466532	1.0145933199121395	314	218.80690670013428	0:54
80.4%	201000	100804.00001870147	-231702.39200384397	43708.29771234624	-187994.09429149772	302.1116445551784	170.9189966466532	1.0145933199121395	314	219.91285228729248	0:53
80.8%	202000	100808.00001870228	-231485.76049149653	43787.36142601456	-187698.39906548196	302.6581327464636	170.9746442222236	1.0142630975057711	314	221.02967143058777	0:52
81.2%	203000	100812.0000187031	-231598.03962703026	43580.29045545131	-188017.74917157897	301.22685871542694	170.9746442222236	1.0142630975057711	314	222.12071466445923	0:51
81.6%	204000	100816.00001870391	-231337.23843885522	42641.85349094228	-188695.38494791294	294.7403847620131	170.9746442222236	1.0142630975057711	314	223.2343077659607	0:50
82.0%	205000	100820.00001870473	-232088.40426444623	44104.67191034871	-187983.73235409753	304.85138202118225	171.1867160767238	1.013006594308743	314	224.3243691921234	0:49
82.4%	206000	100824.00001870554	-232216.6566091361	43700.38882162282	-188516.26778751326	302.05697832226343	171.1867160767238	1.013006594308743	314	225.42349219322205	0:48
82.8%	207000	100828.00001870636	-231960.84475008154	43878.12890990663	-188082.7158401749	303.28551736828615	171.18486474502023	1.0130175497820946	314	226.51625180244446	0:47
83.2%	208000	100832.00001870717	-231471.5717343004	42602.36041538311	-188869.21131891728	294.4674087224463	171.18486474502023	1.0130175497820946	314	227.6027319431305	0:46
83.6%	209000	100836.00001870799	-231565.76771783567	43378.58615889205	-188187.18155894362	299.8326791216939	171.18486474502023	1.0130175497820946	314	228.6875295639038	0:45
84.0%	210000	100840.0000187088	-232366.498027866	43110.7209190833	-189255.7771087827	297.98119525356486	171.10877634700114	1.0134680169303831	314	229.8049647808075	0:43
84.4%	211000	100844.00001870962	-231280.29239166796	43172.74475409176	-188107.5476375762	298.4099038461379	171.10877634700114	1.0134680169303831	314	230.9174461364746	0:42
84.8%	212000	100848.00001871043	-232000.18524202902	43255.33387650385	-188744.85136552516	298.98075965384965	171.10877634700114	1.0134680169303831	314	232.00947761535645	0:41
85.2%	213000	100852.00001871125	-232123.28407827416	43413.80340421819	-188709.48067405596	300.07610063337575	171.11531446751727	1.0134292934762343	314	233.12560415267944	0:40
85.6%	214000	100856.00001871206	-232526.36445252004	43270.21379772596	-189256.15065479407	299.0836096321501	171.11531446751727	1.0134292934762343	314	234.2177186012268	0:39
86.0%	215000	100860.00001871288	-232549.0108194846	43121.213757689766	-189427.79706179484	298.0537217277898	171.11531446751727	1.0134292934762343	314	235.33150601387024	0:38
86.4%	216000	100864.00001871369	-231768.80469686422	43344.66500514569	-188424.13969171853	299.5982161917722	171.11531446751727	1.0134292934762343	314	236.4254605770111	0:37
86.8%	217000	100868.0000187145	-231934.5346460963	43711.90506377328	-188222.62958232302	302.13657855922685	170.7181576170023	1.0157869242756459	314	237.51076745986938	0:36
87.2%	218000	100872.00001871532	-231895.49048690277	43444.189985908786	-188451.30050099397	300.28613261008127	170.85758040569192	1.0149580242914562	314	238.63307666778564	0:35
87.6%	219000	100876.00001871613	-232017.7938094756	43038.88531281575	-188978.90849665986	297.48466772256984	170.85758040569192	1.0149580242914562	314	239.72738218307495	0:34
88.0%	220000	100880.00001871695	-232377.9424562686	43679.01799173313	-188698.92446453546	301.9092631994743	170.85758040569192	1.0149580242914562	314	240.8340938091278	0:32
88.4%	221000	100884.00001871776	-232603.28284696536	43545.141816250034	-189058.1410307153	300.9839114091086	170.89687143638344	1.0147246745142025	314	241.95338034629822	0:31
88.8%	222000	100888.00001871858	-231677.55670637195	43276.21735225906	-188401.3393541129	299.1251061860792	170.8338968200409	1.0150987331656782	314	243.0505666732788	0:30
89.2%	223000	100892.0000187194	-232645.175650626	43625.56609115659	-189019.60955946942	301.5398037962723	170.3931430772474	1.017724475950086	314	244.13902282714844	0:29
89.6%	224000	100896.00001872021	-232636.1206247114	43139.1901436624	-189496.930481049	298.1779744627074	170.3931430772474	1.017724475950086	314	245.25912928581238	0:28
90.0%	225000	100900.00001872102	-232144.62455923337	43389.75407097083	-188754.87048826256	299.90987170207234	170.3931430772474	1.017724475950086	314	246.33945608139038	0:27
90.4%	226000	100904.00001872184	-232188.04207244702	43490.31021128236	-188697.73186116465	300.60491549260314	169.9969376453375	1.0200964478876062	314	247.43419361114502	0:26
90.8%	227000	100908.00001872265	-232549.8226726764	43806.3353336846	-188743.4873389918	302.7892803488607	169.67313839301	1.0220431700986545	314	248.54885601997375	0:25
91.2%	228000	100912.00001872347	-232477.41991874017	43022.92046952986	-189454.4994492103	297.37431876567587	169.98307824716676	1.0201796204185993	314	249.64652943611145	0:24
91.6%	229000	100916.00001872428	-232277.21624151536	42922.57540668698	-189354.64083482837	296.6807339420809	169.98307824716676	1.0201796204185993	314	250.7549877166748	0:23
92.0%	230000	100920.0000187251	-231503.72818016662	42789.58993288722	-188714.1382472794	295.76153867952445	169.98307824716676	1.0201796204185993	314	251.85292601585388	0:21
92.4%	231000	100924.00001872591	-231379.2837929204	42960.73060216866	-188418.55319075176	296.9444625578956	170.3792045305468	1.017807734938033	314	252.95439887046814	0:20
92.8%	232000	100928.00001872673	-232091.03200943	43741.818135925736	-188349.21387350425	302.3433376391881	170.3792045305468	1.017807734938033	314	254.06976890563965	0:19
93.2%	233000	100932.00001872754	-231216.00755891256	43415.62308667352	-187800.38447223903	300.08867827395943	170.8552311222299	1.0149719801070638	314	255.1603136062622	0:18
93.6%	234000	100936.00001872836	-233106.17782311444	43685.18704880736	-189420.99077430708	301.9519037065541	170.8552311222299	1.0149719801070638	314	256.26454186439514	0:17
94.0%	235000	100940.00001872917	-231530.3310488161	43545.5748160596	-187984.75623275648	300.98690430271023	170.44684927079473	1.0174038005728818	314	257.3602375984192	0:16
94.4%	236000	100944.00001872999	-232468.14857946022	43031.606479827686	-189436.54209963253	297.434356447147	170.44684927079473	1.0174038005728818	314	258.4563937187195	0:15
94.8%	237000	100948.0000187308	-231943.82355147868	43263.409047043584	-188680.4145044351	299.03657521243946	170.63981746677845	1.016253268540569	314	259.55038237571716	0:14
95.2%	238000	100952.00001873162	-232511.66570187535	43283.483457382616	-189228.18224449272	299.17532948653434	170.5691838324429	1.0166741045916634	314	260.6741168498993	0:13
95.6%	239000	100956.00001873243	-231713.34466660884	43652.25859068525	-188061.08607592358	301.72430228630645	170.5691838324429	1.0166741045916634	314	261.770498752594	0:12
96.0%	240000	100960.00001873325	-232025.88612772268	43321.06544377683	-188704.82068394584	299.435096082569	170.5691838324429	1.0166741045916634	314	262.8888969421387	0:10
96.4%	241000	100964.00001873406	-232314.64552330965	43779.93364812171	-188534.71187518793	302.6067919642312	170.5691838324429	1.0166741045916634	314	263.9946093559265	0:09
96.8%	242000	100968.00001873488	-232307.38165072596	42953.91790849242	-189353.46374223355	296.89737323623126	170.5691838324429	1.0166741045916634	314	265.10136318206787	0:08
97.2%	243000	100972.00001873569	-232192.43700453453	43091.64570097028	-189100.79130356424	297.849347393639	170.62803306756132	1.016323455918381	314	266.21577405929565	0:07
97.6%	244000	100976.00001873651	-232178.17699468962	43374.31973305956	-188803.85726163007	299.80318959700196	170.62803306756132	1.016323455918381	314	267.30703473091125	0:06
98.0%	245000	100980.00001873732	-231774.53137252782	44041.33262703825	-187733.1987454896	304.41358105323326	170.58141415459966	1.0166012112352023	314	268.39243817329407	0:05
98.4%	246000	100984.00001873814	-232057.6806583068	43117.51863693993	-188940.16202136688	298.02818106240153	170.53969947853318	1.016849875859012	314	269.51814556121826	0:04
98.8%	247000	100988.00001873895	-232134.78176882846	43534.02349657112	-188600.75827225734	300.907061611274	170.53969947853318	1.016849875859012	314	270.6068835258484	0:03
99.2%	248000	100992.00001873977	-232066.33604495623	43762.74326604525	-188303.592778911	302.4879720862796	170.37418757487947	1.0178377060055799	314	271.70633578300476	0:02
99.6%	249000	100996.00001874058	-232587.0869047303	43480.32721076935	-189106.75969396095	300.535913018006	170.37418757487947	1.0178377060055799	314	272.8093190193176	0:01
100.0%	250000	101000.0000187414	-231767.17894401652	43570.39465275885	-188196.78429125767	301.1584589519475	170.37418757487947	1.0178377060055799	314	273.92194151878357	0:00
