#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"	"Elapsed Time (s)"	"Time Remaining"
36.8%	92000	100368.00001861264	-232082.34575544612	43093.446217138335	-188988.8995383078	297.8617925568929	171.51622447371366	1.011060456676253	314	100.03724956512451	2:53
37.2%	93000	100372.00001861346	-231206.256803244	42706.58961899623	-188499.66718424778	295.18784071733825	171.51622447371366	1.011060456676253	314	101.10815930366516	2:52
37.6%	94000	100376.00001861427	-231558.97877357889	43623.760099870895	-187935.21867370798	301.527320789019	171.51622447371366	1.011060456676253	314	102.22021007537842	2:51
38.0%	95000	100380.00001861509	-231649.18073504482	44023.26035649475	-187625.92037855007	304.28866556440147	171.51622447371366	1.011060456676253	314	103.29911851882935	2:50
38.4%	96000	100384.0000186159	-232228.19237649534	42877.209630211066	-189350.98274628428	296.3671658084542	171.51622447371366	1.011060456676253	314	104.4073851108551	2:49
38.8%	97000	100388.00001861672	-231670.80102452717	43461.211272444765	-188209.58975208242	300.4037837000796	171.51622447371366	1.011060456676253	315	105.48844790458679	2:48
39.2%	98000	100392.00001861753	-231604.11340904748	44021.40186768749	-187582.71154135998	304.27581969441025	171.51622447371366	1.011060456676253	315	106.58490514755249	2:47
39.6%	99000	100396.00001861835	-231579.01475494768	43121.223712114406	-188457.79104283327	298.05379053274805	171.51622447371366	1.011060456676253	315	107.68058466911316	2:45
40.0%	100000	100400.00001861916	-232008.28131682466	42900.92994342435	-189107.3513734003	296.53112055410435	171.51622447371366	1.011060456676253	315	108.77428078651428	2:44
40.4%	101000	100404.00001861998	-231381.69112315704	43381.30377818167	-188000.38734497537	299.85146329943206	171.51622447371366	1.011060456676253	315	109.87535619735718	2:43
40.8%	102000	100408.00001862079	-232149.8446237868	42987.64480583121	-189162.1998179556	297.13049346634915	171.51622447371366	1.011060456676253	314	110.99424123764038	2:42
41.2%	103000	100412.0000186216	-233041.0484640916	42945.68193608263	-190095.36652800898	296.8404462155175	170.85532417551525	1.0149714273207942	315	112.07347178459167	2:41
41.6%	104000	100416.00001862242	-233097.51687406888	44448.1617461039	-188649.35512796498	307.2255829074976	170.85532417551525	1.0149714273207942	315	113.16826462745667	2:40
42.0%	105000	100420.00001862324	-232019.18021447991	43361.58755265982	-188657.5926618201	299.71518479789836	170.85532417551525	1.0149714273207942	315	114.26690626144409	2:39
42.4%	106000	100424.00001862405	-231966.47494996904	43472.07003655708	-188494.40491341194	300.47883945048653	170.71485717539923	1.0158065625513073	315	115.35789179801941	2:38
42.8%	107000	100428.00001862487	-232033.63627678575	43447.93102552107	-188585.70525126468	300.3119906665321	170.71485717539923	1.0158065625513073	315	116.47205996513367	2:37
43.2%	108000	100432.00001862568	-231912.28322598652	43720.43637312821	-188191.84685285832	302.19554694816725	170.60597231204295	1.0164548749008746	315	117.5716540813446	2:36
43.6%	109000	100436.0000186265	-232133.34389095946	43386.867897300224	-188746.47599365923	299.889922476874	170.60597231204295	1.0164548749008746	315	118.66903591156006	2:34
44.0%	110000	100440.00001862731	-232679.42578497634	43211.1648916243	-189468.26089335204	298.67546374074607	170.60597231204295	1.0164548749008746	314	119.78862762451172	2:33
44.4%	111000	100444.00001862812	-232328.80454080575	42941.80980916317	-189386.9947316426	296.8136820839271	170.81520005259353	1.0152098419249937	314	120.87798380851746	2:32
44.8%	112000	100448.00001862894	-232216.50109951297	43745.994874193064	-188470.5062253199	302.3722072436537	170.81520005259353	1.0152098419249937	314	121.9790518283844	2:31
45.2%	113000	100452.00001862975	-232324.97162437113	43510.00064545263	-188814.97097891849	300.74101572437917	170.68343614641756	1.015993561876856	314	123.08484387397766	2:30
45.6%	114000	100456.00001863057	-231844.08541414165	43138.21928235632	-188705.86613178533	298.17126387178604	170.75054458901926	1.0155942557089312	314	124.18919396400452	2:29
46.0%	115000	100460.00001863138	-232599.1736938086	43326.95549577082	-189272.2181980378	299.47580810723144	170.75054458901926	1.0155942557089312	314	125.2801456451416	2:28
46.4%	116000	100464.0000186322	-231878.30535623198	43471.91611893903	-188406.38923729295	300.47777557229523	170.5549958039626	1.0167586790779344	314	126.39211440086365	2:27
46.8%	117000	100468.00001863301	-232213.82484101038	44073.021580234	-188140.8032607764	304.6326150185276	170.68823691481862	1.0159649860952105	314	127.48860144615173	2:26
47.2%	118000	100472.00001863383	-232232.05408057448	43707.75630155416	-188524.29777902033	302.1079023251366	170.90257196570775	1.0146908279330968	314	128.6113612651825	2:25
47.6%	119000	100476.00001863464	-231588.4883934193	43119.70810629415	-188468.78028712515	298.0433146691061	170.90257196570775	1.0146908279330968	314	129.69887280464172	2:23
48.0%	120000	100480.00001863546	-231797.1017999428	43344.49061561167	-188452.61118433112	299.59701081174893	170.90257196570775	1.0146908279330968	314	130.79582715034485	2:22
48.4%	121000	100484.00001863627	-232126.8483432635	43778.075997816195	-188348.7723454473	302.593951889962	170.9199802606724	1.014587481108439	314	131.92490792274475	2:21
48.8%	122000	100488.00001863709	-232462.0642143162	43336.31788153926	-189125.74633277694	299.54052089426517	170.9199802606724	1.014587481108439	314	133.03249311447144	2:20
49.2%	123000	100492.0000186379	-231362.2613839266	43320.28937813546	-188041.97200579115	299.4297319187953	170.9199802606724	1.014587481108439	314	134.12902426719666	2:19
49.6%	124000	100496.00001863872	-231680.37765082542	42977.08565539978	-188703.29199542565	297.0575086449558	170.9199802606724	1.014587481108439	314	135.2421395778656	2:18
50.0%	125000	100500.00001863953	-232322.26328735624	43246.3916150525	-189075.87167230374	298.91895076504574	170.9199802606724	1.014587481108439	314	136.32156324386597	2:17
50.4%	126000	100504.00001864035	-232411.28403982136	42974.609951896404	-189436.67408792494	297.0403965885275	170.9199802606724	1.014587481108439	314	137.41850638389587	2:16
50.8%	127000	100508.00001864116	-231373.59852480597	43254.593780628245	-188119.00474417774	298.97564411300704	170.9199802606724	1.014587481108439	314	138.52209901809692	2:15
51.2%	128000	100512.00001864198	-231732.52340358414	43638.167600539	-188094.35580304515	301.62690539763076	170.86428761343078	1.0149181825292586	314	139.6158001422882	2:14
51.6%	129000	100516.0000186428	-233282.2553962071	43694.396448474894	-189587.8589477322	302.01555905404064	170.86428761343078	1.0149181825292586	314	140.70189666748047	2:13
52.0%	130000	100520.00001864361	-232332.21981106268	43653.87149805021	-188678.34831301245	301.7354506979822	170.86428761343078	1.0149181825292586	314	141.8152093887329	2:11
52.4%	131000	100524.00001864442	-231839.9228542504	43389.73807333597	-188450.18478091445	299.9097611264602	170.86428761343078	1.0149181825292586	314	142.91071915626526	2:10
52.8%	132000	100528.00001864524	-232631.66964570538	42960.01819961581	-189671.65144608956	296.9395384332307	170.73062847119633	1.015712727098852	314	144.02682733535767	2:09
53.2%	133000	100532.00001864605	-231459.19708457252	43162.236210699106	-188296.9608738734	298.33726882047006	171.13891091994714	1.0132895629147507	314	145.11811995506287	2:08
53.6%	134000	100536.00001864687	-231639.60238129226	43114.5622426193	-188525.04013867298	298.00774647224574	170.9633615810656	1.0143300332893397	314	146.22270488739014	2:07
54.0%	135000	100540.00001864768	-232835.62693223543	43753.13391293251	-189082.49301930293	302.4215522615794	171.14569813774904	1.0132493783408192	314	147.3228485584259	2:06
54.4%	136000	100544.0000186485	-231673.2180558418	43304.92182930594	-188368.29622653587	299.32351145969113	171.19918781344117	1.0129327975127502	314	148.42927980422974	2:05
54.8%	137000	100548.00001864931	-232425.33225051675	43403.86675868674	-189021.46549183002	300.00741856429534	171.19918781344117	1.0129327975127502	314	149.5194447040558	2:04
55.2%	138000	100552.00001865013	-231977.4933385494	43467.57434786453	-188509.91899068485	300.44776526147893	171.30343826027277	1.0123163551469487	314	150.6402792930603	2:03
55.6%	139000	100556.00001865094	-231864.5094574903	44312.949400216436	-187551.56005727386	306.2909955106362	171.30343826027277	1.0123163551469487	314	151.72497534751892	2:02
56.0%	140000	100560.00001865176	-232187.35756170878	43417.9131791745	-188769.44438253428	300.104507387603	171.30343826027277	1.0123163551469487	314	152.8212766647339	2:00
56.4%	141000	100564.00001865257	-232781.67790514103	43379.57208691031	-189402.10581823072	299.8394938536921	171.30343826027277	1.0123163551469487	314	153.94269919395447	1:59
56.8%	142000	100568.00001865339	-230981.73572688823	43374.39888477672	-187607.33684211152	299.80373669347324	171.30343826027277	1.0123163551469487	314	155.05339527130127	1:58
57.2%	143000	100572.0000186542	-233005.18132440193	43413.142219251095	-189592.03910515085	300.0715305245356	171.02779480421583	1.0139478933368382	314	156.16197609901428	1:57
57.6%	144000	100576.00001865502	-232223.227310611	43090.59674849756	-189132.63056211342	297.8420970367691	171.54707312653156	1.0108786415485598	314	157.256493806839	1:56
58.0%	145000	100580.00001865583	-231879.8251667514	43171.499431427415	-188708.32573532398	298.4012961789942	171.77273499341533	1.0095506265905776	314	158.3488700389862	1:55
58.4%	146000	100584.00001865665	-232046.97832862887	43598.22749777991	-188448.75083084896	301.3508395071753	171.77273499341533	1.0095506265905776	314	159.4600739479065	1:54
58.8%	147000	100588.00001865746	-231787.51490965392	43830.982009370804	-187956.5329002831	302.9596381096086	171.77273499341533	1.0095506265905776	314	160.54558682441711	1:53
59.2%	148000	100592.00001865828	-231474.64994482748	43375.770281249796	-188098.87966357768	299.81321578246786	171.77273499341533	1.0095506265905776	314	161.6404778957367	1:52
59.6%	149000	100596.00001865909	-232301.40019944927	43133.98930524451	-189167.41089420475	298.1420262805605	171.77273499341533	1.0095506265905776	314	162.74028062820435	1:51
60.0%	150000	100600.0000186599	-231666.1637677569	43426.90623217972	-188239.25753557717	300.16666734750027	172.0049608225364	1.0081876209529579	314	163.83332180976868	1:49
60.4%	151000	100604.00001866072	-231577.94290649856	42750.80966974613	-188827.13323675242	295.49348959761005	172.0049608225364	1.0081876209529579	314	164.9339189529419	1:48
60.8%	152000	100608.00001866154	-232237.61473231798	43385.95545328262	-188851.65927903535	299.8836156661047	172.0049608225364	1.0081876209529579	314	166.0480887889862	1:47
61.2%	153000	100612.00001866235	-232526.22888081195	42965.660806938286	-189560.56807387367	296.97854012094206	171.218058030163	1.0128211605649093	314	167.13137316703796	1:46
61.6%	154000	100616.00001866317	-232322.72964069777	42931.30579410042	-189391.42384659735	296.74107835806427	170.86320443596514	1.0149246165447532	314	168.24095058441162	1:45
62.0%	155000	100620.00001866398	-232249.3620471476	43516.5919637415	-188732.7700834061	300.7865748999193	170.86320443596514	1.0149246165447532	314	169.32771182060242	1:44
62.4%	156000	100624.0000186648	-231693.15761883766	43518.7814214813	-188174.37619735638	300.80170842634504	170.86320443596514	1.0149246165447532	314	170.42846608161926	1:43
62.8%	157000	100628.00001866561	-232190.4176900041	43395.19590434131	-188795.2217856628	299.94748564072927	170.46926463811732	1.017270019976399	314	171.52438068389893	1:42
63.2%	158000	100632.00001866643	-231419.98798515642	43343.15558925453	-188076.8323959019	299.5877831129048	170.74755136722675	1.0156120591786395	314	172.6123263835907	1:41
63.6%	159000	100636.00001866724	-232433.05727891438	43295.030460756396	-189138.026818158	299.25514234499644	170.74755136722675	1.0156120591786395	314	173.70041966438293	1:40
64.0%	160000	100640.00001866806	-232632.49788832827	43814.30920593329	-188818.18868239498	302.844395733916	170.68943683393263	1.015957844025797	314	174.8277657032013	1:38
64.4%	161000	100644.00001866887	-232456.12730877235	43527.53869860219	-188928.58861017018	300.8622387039191	170.84346076992585	1.0150419071486418	314	175.92440605163574	1:37
64.8%	162000	100648.00001866969	-232563.36474402953	42856.647451845136	-189706.7172921844	296.22504008297636	170.84346076992585	1.0150419071486418	314	177.01892590522766	1:36
65.2%	163000	100652.0000186705	-231713.3741500536	43984.54277543268	-187728.8313746209	304.0210497408605	170.84346076992585	1.0150419071486418	314	178.11431407928467	1:35
65.6%	164000	100656.00001867132	-231787.89442976308	42917.49482015932	-188870.39960960374	296.64561694069874	170.84346076992585	1.0150419071486418	314	179.2219045162201	1:34
66.0%	165000	100660.00001867213	-231577.6247513747	42804.25233219547	-188773.37241917924	295.8628851468999	170.84346076992585	1.0150419071486418	314	180.29958367347717	1:33
66.4%	166000	100664.00001867294	-231743.73572902422	43284.713703069596	-188459.02202595462	299.1838329416482	170.84346076992585	1.0150419071486418	314	181.4283847808838	1:32
