#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"	"Elapsed Time (s)"	"Time Remaining"
0.3%	78000	312.00000000003354	-231905.18029848894	43329.118412538155	-188576.0618859508	299.49075818252186	171.24378178903447	1.0126690174211286	303	87.92005801200867	7:54:16
0.3%	79000	316.00000000005264	-231715.31095709174	43469.83153281984	-188245.4794242719	300.463366918249	171.24378178903447	1.0126690174211286	303	89.08159756660461	7:54:21
0.3%	80000	320.00000000007174	-232133.23568748136	43067.01041869596	-189066.2252687854	297.6790683841256	171.24378178903447	1.0126690174211286	303	90.21915817260742	7:54:18
0.3%	81000	324.00000000009084	-232126.74888808094	43129.529076359715	-188997.21981172124	298.11119718965546	171.24378178903447	1.0126690174211286	303	91.374675989151	7:54:22
0.3%	82000	328.00000000010994	-231792.90701312904	43203.995845221834	-188588.9111679072	298.62591130992854	171.24378178903447	1.0126690174211286	303	92.53060960769653	7:54:25
0.3%	83000	332.00000000012903	-232069.56950956874	43990.851996180776	-188078.71751338796	304.0646590589038	171.24378178903447	1.0126690174211286	303	93.65833473205566	7:54:19
0.3%	84000	336.00000000014813	-232372.84882462677	43513.09146896334	-188859.75735566343	300.76237948876087	171.24378178903447	1.0126690174211286	303	94.77351999282837	7:54:10
0.3%	85000	340.00000000016723	-232572.62860579434	42751.96459126364	-189820.6640145307	295.5014724122528	171.24378178903447	1.0126690174211286	303	95.91251158714294	7:54:08
0.3%	86000	344.00000000018633	-231903.16654164216	42879.11085577757	-189024.0556858646	296.3803070748185	171.24378178903447	1.0126690174211286	303	97.054363489151	7:54:07
0.3%	87000	348.00000000020543	-232490.83387959946	43128.44106321605	-189362.39281638342	298.1036768455255	171.24378178903447	1.0126690174211286	303	98.19731402397156	7:54:06
0.4%	88000	352.00000000022453	-232375.07061412273	42967.81502401399	-189407.25559010875	296.99343006398567	171.36277568050826	1.0119658225371793	303	99.35532355308533	7:54:09
0.4%	89000	356.00000000024363	-231845.62243605236	42732.445095506635	-189113.17734054572	295.366553706362	171.36277568050826	1.0119658225371793	303	100.49969506263733	7:54:09
0.4%	90000	360.00000000026273	-232277.23131142178	43736.26698220822	-188540.96432921357	302.3049680785656	171.36277568050826	1.0119658225371793	303	101.64612936973572	7:54:09
0.4%	91000	364.00000000028183	-231701.6021917248	42825.23614640061	-188876.3660453242	296.0079252182446	171.18524020312205	1.0130153279454113	303	102.81985974311829	7:54:17
0.4%	92000	368.00000000030093	-232347.51310851495	43872.56195088163	-188474.95115763333	303.24703856141787	171.18524020312205	1.0130153279454113	302	103.96898889541626	7:54:17
0.4%	93000	372.00000000032003	-232335.37718091905	43371.22550330699	-188964.15167761207	299.7818022886851	171.18524020312205	1.0130153279454113	302	105.14564847946167	7:54:25
0.4%	94000	376.0000000003391	-232358.89687101298	43898.430977722935	-188460.46589329006	303.42584521029505	171.18524020312205	1.0130153279454113	302	106.27429699897766	7:54:20
0.4%	95000	380.0000000003582	-231932.79369822098	43545.406063846924	-188387.38763437406	300.9857378878379	171.17637038844833	1.013067819175364	302	107.41954612731934	7:54:20
0.4%	96000	384.0000000003773	-231221.3586801192	43578.3767920167	-187642.9818881025	301.2136314785494	171.9340524139799	1.008603413977809	302	108.61031365394592	7:54:31
0.4%	97000	388.0000000003964	-231206.94468486123	43544.64353451784	-187662.30115034338	300.98046728702093	171.9340524139799	1.008603413977809	302	109.75425028800964	7:54:30
0.4%	98000	392.0000000004155	-232087.61873217305	43491.67057974163	-188595.94815243143	300.61431835599393	171.9340524139799	1.008603413977809	302	110.89294505119324	7:54:28
0.4%	99000	396.0000000004346	-231859.57007031905	43743.443074452625	-188116.12699586642	302.354569210225	171.9340524139799	1.008603413977809	302	112.05897617340088	7:54:33
0.4%	100000	400.0000000004537	-231276.45644095028	43412.48295551851	-187863.97348543175	300.0669736952636	171.9340524139799	1.008603413977809	302	113.19433331489563	7:54:30
0.4%	101000	404.0000000004728	-231858.93528724066	43355.66245661579	-188503.27283062486	299.67423054884955	172.03881282137928	1.0079892403339672	302	114.35562229156494	7:54:33
0.4%	102000	408.0000000004919	-231262.0055258714	43270.31293816655	-187991.69258770486	299.0842948906277	172.03881282137928	1.0079892403339672	302	115.51377749443054	7:54:35
0.4%	103000	412.000000000511	-231208.01322074397	43604.03708693014	-187603.97613381385	301.3909953728628	172.03881282137928	1.0079892403339672	302	116.65232253074646	7:54:33
0.4%	104000	416.0000000005301	-230853.80176603445	43199.43481781153	-187654.36694822292	298.5943854998672	172.03881282137928	1.0079892403339672	302	117.80839681625366	7:54:35
0.4%	105000	420.0000000005492	-231942.51607334008	43133.205481283665	-188809.31059205643	298.136608491302	172.03881282137928	1.0079892403339672	302	118.94368410110474	7:54:32
0.4%	106000	424.0000000005683	-231266.68363334425	43250.119255912214	-188016.56437743205	298.9447162093523	172.03881282137928	1.0079892403339672	302	120.10096669197083	7:54:34
0.4%	107000	428.0000000005874	-232188.2525095729	43877.10441210205	-188311.14809747084	303.27843604202127	172.03881282137928	1.0079892403339672	302	121.2678542137146	7:54:38
0.4%	108000	432.0000000006065	-230809.73674112593	43400.31604674525	-187409.42069438068	299.9828760522294	172.03881282137928	1.0079892403339672	302	122.40373301506042	7:54:35
0.4%	109000	436.0000000006256	-231505.6957240157	43804.114449218636	-187701.58127479706	302.7739296009823	172.03881282137928	1.0079892403339672	302	123.54843783378601	7:54:34
0.4%	110000	440.0000000006447	-231730.44422226178	43356.127909473784	-188374.316312788	299.6774477578408	171.80521284097202	1.009359782373403	302	124.6974446773529	7:54:34
0.4%	111000	444.0000000006638	-232185.3746512729	43081.635485641265	-189103.73916563165	297.78015681030166	171.71132874172656	1.00991165530268	302	125.86847472190857	7:54:39
0.4%	112000	448.0000000006829	-232278.99765310436	42681.55014264428	-189597.4475104601	295.01476791937034	171.71132874172656	1.00991165530268	302	127.00214385986328	7:54:35
0.5%	113000	452.000000000702	-231985.90659331647	43154.115193106954	-188831.7914002095	298.2811363671686	171.71132874172656	1.00991165530268	302	128.16349029541016	7:54:38
0.5%	114000	456.0000000007211	-231702.39044672647	43903.18950301684	-187799.20094370964	303.45873612523434	171.20442668113395	1.01290180169675	302	129.30761289596558	7:54:37
0.5%	115000	460.0000000007402	-232007.23341955268	43212.779325773925	-188794.45409377874	298.6866227055536	171.20442668113395	1.01290180169675	302	130.4773817062378	7:54:41
0.5%	116000	464.0000000007593	-231786.53201772203	43479.774048684136	-188306.7579690379	300.5320895630555	171.20442668113395	1.01290180169675	302	131.64677929878235	7:54:46
0.5%	117000	468.0000000007784	-231736.20288352208	43318.45126423807	-188417.751619284	299.4170268801302	171.20442668113395	1.01290180169675	302	132.793790102005	7:54:45
0.5%	118000	472.0000000007975	-231858.52880277747	43276.28131154074	-188582.24749123672	299.12554827247436	171.7642996555033	1.0096002055816233	302	133.9478919506073	7:54:46
0.5%	119000	476.0000000008166	-232436.98178034573	43872.89158480979	-188564.09019553594	303.24931699030554	171.7642996555033	1.0096002055816233	302	135.09341025352478	7:54:45
0.5%	120000	480.0000000008357	-231843.17989255802	42744.91588336583	-189098.26400919218	295.4527517608787	171.7642996555033	1.0096002055816233	302	136.22962832450867	7:54:42
0.5%	121000	484.0000000008548	-231655.35603309493	43464.30306080282	-188191.05297229212	300.4251541334837	171.7642996555033	1.0096002055816233	302	137.4162540435791	7:54:49
0.5%	122000	488.0000000008739	-232361.74927336234	43694.23524393355	-188667.51402942877	302.01444480865376	171.7642996555033	1.0096002055816233	302	138.54828000068665	7:54:45
0.5%	123000	492.000000000893	-230936.15231282497	43706.05753394211	-187230.09477888286	302.09616044764755	171.7642996555033	1.0096002055816233	302	139.6864275932312	7:54:43
0.5%	124000	496.0000000009121	-231332.87086829206	43465.02290546794	-187867.8479628241	300.43012969801003	171.7642996555033	1.0096002055816233	302	140.84069752693176	7:54:44
0.5%	125000	500.0000000009312	-232328.89702844195	43298.34223727403	-189030.5547911679	299.2780333360098	171.7642996555033	1.0096002055816233	302	141.98282551765442	7:54:42
0.5%	126000	504.0000000009503	-231450.4374384515	43614.85253293414	-187835.58490551737	301.4657517086133	171.7642996555033	1.0096002055816233	302	143.13853764533997	7:54:43
0.5%	127000	508.0000000009694	-231979.52022955543	43774.908150777876	-188204.61207877757	302.5720557391499	171.7642996555033	1.0096002055816233	302	144.305499792099	7:54:46
0.5%	128000	512.0000000009885	-231687.17993705615	43036.635790427645	-188650.5441466285	297.4691190294451	171.7642996555033	1.0096002055816233	302	145.43681955337524	7:54:42
0.5%	129000	516.0000000010076	-231845.21412458143	43384.88875122623	-188460.32537335518	299.87624262415676	171.7642996555033	1.0096002055816233	302	146.585143327713	7:54:42
0.5%	130000	520.0000000010267	-231754.3381483372	43480.76932875897	-188273.56881957824	300.5389689364453	172.27000818170333	1.0066364660578089	302	147.72856450080872	7:54:40
0.5%	131000	524.0000000010458	-232309.3031113412	43064.135592069506	-189245.1675192717	297.65919758966817	172.27000818170333	1.0066364660578089	302	148.89265370368958	7:54:43
0.5%	132000	528.0000000010649	-232100.14752634137	43436.35500732325	-188663.7925190181	300.23197725767864	172.27000818170333	1.0066364660578089	302	150.04882287979126	7:54:44
0.5%	133000	532.000000001084	-232073.45402336092	44055.24510448941	-188018.2089188715	304.5097440626066	172.27000818170333	1.0066364660578089	302	151.18174695968628	7:54:40
0.5%	134000	536.0000000011031	-231544.7585775036	42991.61795889237	-188553.14061861124	297.1579558903785	172.27000818170333	1.0066364660578089	302	152.32194638252258	7:54:38
0.5%	135000	540.0000000011222	-232062.64670834073	43459.90170134219	-188602.74500699854	300.3947319478914	171.84682574756962	1.0091153647406386	302	153.4804470539093	7:54:39
0.5%	136000	544.0000000011413	-232124.98870500398	43558.66564959963	-188566.32305540435	301.0773881114232	171.84682574756962	1.0091153647406386	302	154.63556623458862	7:54:40
0.5%	137000	548.0000000011604	-232460.85274401505	43921.008411574134	-188539.84433244093	303.5819003766507	171.84682574756962	1.0091153647406386	302	155.77127528190613	7:54:37
0.6%	138000	552.0000000011795	-231860.80214245664	43718.65935513262	-188142.14278732403	302.18326420422284	171.84682574756962	1.0091153647406386	302	156.92087292671204	7:54:37
0.6%	139000	556.0000000011986	-231916.8738946633	43274.07444829588	-188642.79944636743	299.1102944392411	171.84682574756962	1.0091153647406386	302	158.0737988948822	7:54:37
0.6%	140000	560.0000000012177	-231536.24061825755	43375.49944982364	-188160.74116843392	299.8113437963271	171.84682574756962	1.0091153647406386	302	159.23091316223145	7:54:38
0.6%	141000	564.0000000012368	-232172.45784826914	43924.8153500862	-188247.64249818295	303.60821392613207	171.4469235160732	1.0114691397627915	302	160.39263582229614	7:54:39
0.6%	142000	568.0000000012559	-232467.9748527942	43711.42777038529	-188756.5470824089	302.13327950852187	171.4469235160732	1.0114691397627915	302	161.53151178359985	7:54:37
0.6%	143000	572.000000001275	-232308.73595438234	43630.05111592833	-188678.684838454	301.5708042762859	171.4469235160732	1.0114691397627915	302	162.6963493824005	7:54:39
0.6%	144000	576.0000000012941	-231759.52353020647	43211.708966138845	-188547.81456406764	298.6792243824309	171.4469235160732	1.0114691397627915	302	163.83716440200806	7:54:37
0.6%	145000	580.0000000013132	-232478.12263004563	43447.24794726742	-189030.8746827782	300.3072692313499	171.43478105080735	1.011540780586327	302	164.97318077087402	7:54:35
0.6%	146000	584.0000000013323	-232367.27581288578	43256.9404929293	-189110.33531995647	298.99186458256725	171.43478105080735	1.011540780586327	302	166.15267992019653	7:54:39
0.6%	147000	588.0000000013514	-232861.21000646963	43098.586178075	-189762.62382839463	297.89731995404173	171.44682202109254	1.0114697385434488	302	167.30209803581238	7:54:39
0.6%	148000	592.0000000013705	-231981.68169314042	43201.07906742562	-188780.6026257148	298.60575054909054	171.44682202109254	1.0114697385434488	302	168.43686890602112	7:54:36
0.6%	149000	596.0000000013896	-231793.9800061084	43356.87865147843	-188437.10135462997	299.68263688470074	171.73986747805148	1.0097438340340052	302	169.59720730781555	7:54:37
0.6%	150000	600.0000000014087	-231597.53495873883	43280.04167490986	-188317.49328382898	299.1515398946841	171.73986747805148	1.0097438340340052	302	170.729017496109	7:54:33
0.6%	151000	604.0000000014278	-232619.26593557122	42936.55987724823	-189682.70605832298	296.7773945676513	171.73986747805148	1.0097438340340052	302	171.87308430671692	7:54:32
0.6%	152000	608.0000000014469	-232474.76171032444	43218.37486350415	-189256.3868468203	298.72529904836097	171.73986747805148	1.0097438340340052	302	173.0278799533844	7:54:32
0.6%	153000	612.000000001466	-232681.12602246332	43552.088246177744	-189129.03777628558	301.03192511540897	171.73986747805148	1.0097438340340052	302	174.1765468120575	7:54:32
0.6%	154000	616.0000000014851	-232554.83936345542	43871.887854859124	-188682.9515085963	303.24237921139496	170.75544567677392	1.0155651057362869	302	175.32629537582397	7:54:31
0.6%	155000	620.0000000015042	-231726.28509889054	42979.1744124846	-188747.11068640594	297.071946128706	170.75544567677392	1.0155651057362869	302	176.4715540409088	7:54:30
0.6%	156000	624.0000000015233	-232425.88929176726	42828.33780389081	-189597.55148787645	296.02936386706546	170.933459717935	1.0145074728490064	302	177.63716053962708	7:54:32
0.6%	157000	628.0000000015424	-232020.20324215083	43624.68776820544	-188395.5154739454	301.533732830229	170.933459717935	1.0145074728490064	302	178.8015456199646	7:54:34
0.6%	158000	632.0000000015615	-231191.87147231027	43440.72385511266	-187751.14761719762	300.26217472268075	170.933459717935	1.0145074728490064	302	179.94143271446228	7:54:31
0.6%	159000	636.0000000015806	-231915.52108183253	43576.78608064739	-188338.73500118515	301.20263648554015	170.78130943862917	1.0154113047487572	302	181.08254599571228	7:54:30
0.6%	160000	640.0000000015997	-232603.2113663081	43424.47404248474	-189178.73732382336	300.1498560584069	170.78130943862917	1.0154113047487572	302	182.23938035964966	7:54:30
0.6%	161000	644.0000000016188	-232391.54385339038	43398.374240209734	-188993.16961318065	299.96945429030876	170.78130943862917	1.0154113047487572	302	183.40132641792297	7:54:31
0.6%	162000	648.0000000016379	-231764.33990353427	43352.77183053896	-188411.56807299532	299.65425054863056	170.78130943862917	1.0154113047487572	301	184.54996633529663	7:54:31
0.7%	163000	652.000000001657	-232024.20335205173	43374.07046399448	-188650.13288805724	299.80146664984716	170.78130943862917	1.0154113047487572	301	185.7044005393982	7:54:31
0.7%	164000	656.0000000016761	-231903.11054702225	43647.02791653885	-188256.0826304834	301.68814787967864	170.78130943862917	1.0154113047487572	301	186.8565320968628	7:54:30
0.7%	165000	660.0000000016952	-232248.81916115363	43224.3843677739	-189024.43479337974	298.76683672685493	170.78130943862917	1.0154113047487572	301	188.0170292854309	7:54:31
