#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"	"Elapsed Time (s)"	"Time Remaining"
9.2%	230000	460.0000000014683	-340627.17779450427	14364.293922719542	-326262.8838717847	312.3249410261577	38.99414381475212	1.22124296686531	457	85.13903951644897	14:18
9.4%	235000	470.00000000151607	-341155.0629512473	13733.528148061827	-327421.5348031855	298.6101086486543	38.99414381475212	1.22124296686531	457	87.04683542251587	14:17
9.6%	240000	480.0000000015638	-340687.8396045797	13886.914875707136	-326800.9247288726	301.94521867381496	38.93803360701396	1.2230027937035413	457	88.95383286476135	14:15
9.8%	245000	490.00000000161157	-340695.0768063334	13660.444237784466	-327034.6325685489	297.02103451176026	39.008867798217004	1.2207820060052372	456	90.85628342628479	14:13
10.0%	250000	500.0000000016593	-340716.7645174624	14138.329482854428	-326578.435034608	307.41176320241135	38.981400548377664	1.2216421989148456	456	92.83115077018738	14:12
10.2%	255000	510.00000000170706	-340951.2794246024	13902.656384531048	-327048.62304007134	302.28748859961445	38.803532926533386	1.2272419620363375	456	94.75699996948242	14:10
10.4%	260000	520.0000000015274	-341138.2210182841	13881.884365768756	-327256.33665251534	301.83583956139296	38.681731946566224	1.2311062996993805	456	96.65951776504517	14:09
10.6%	265000	530.0000000012909	-341209.4464888746	14071.008682405714	-327138.4378064689	305.94799720436794	38.681731946566224	1.2311062996993805	456	98.57382583618164	14:07
10.8%	270000	540.0000000010544	-341500.56718466047	13636.245043388642	-327864.32214127184	296.49486789311413	38.681731946566224	1.2311062996993805	456	100.4882698059082	14:05
11.0%	275000	550.000000000818	-341495.3396542924	14129.836970656745	-327365.5026836356	307.2271092691533	38.681731946566224	1.2311062996993805	456	102.40150570869446	14:03
11.2%	280000	560.0000000005815	-341837.67252209433	13786.58434651949	-328051.08817557484	299.7637173219043	38.681731946566224	1.2311062996993805	456	104.31501770019531	14:02
11.4%	285000	570.000000000345	-341614.02050297486	13717.878993150787	-327896.1415098241	298.269846787473	38.637769457448826	1.2325070663083975	455	106.22228384017944	14:00
11.6%	290000	580.0000000001086	-341824.06211524067	13931.572363558182	-327892.4897516825	302.9162129555035	38.48250881668342	1.2374797108356683	455	108.13118076324463	13:58
11.8%	295000	589.9999999998721	-341839.70221769775	14018.416811008929	-327821.2854066888	304.80448446222914	38.431380061774384	1.239126042472433	455	110.0403265953064	13:56
12.0%	300000	599.9999999996356	-341794.3079907128	13857.616166043637	-327936.6918246692	301.30817254979206	38.431380061774384	1.239126042472433	455	112.03826379776001	13:55
12.2%	305000	609.9999999993992	-341793.4834097591	13937.042034688571	-327856.44137507054	303.03514081387385	38.32313841278135	1.242625887519119	455	113.96416974067688	13:53
12.4%	310000	619.9999999991627	-341730.35445493466	13360.37583273903	-328369.9786221956	290.4966033483602	38.273299240976094	1.2442440246101438	455	115.88579225540161	13:52
12.6%	315000	629.9999999989262	-342288.6920615474	13591.495987407925	-328697.1960741395	295.52188263220637	38.273299240976094	1.2442440246101438	455	117.81025862693787	13:50
12.8%	320000	639.9999999986898	-341918.29219436384	13909.52822011726	-328008.76397424657	302.4369039245689	38.314485950436605	1.2429065065443687	455	119.72999000549316	13:48
13.0%	325000	649.9999999984533	-341960.8302008248	13896.42966725402	-328064.4005335708	302.1521001762922	38.20339615274677	1.2465206939272742	455	121.64896869659424	13:46
13.2%	330000	659.9999999982168	-342177.5579373104	13896.750184579292	-328280.80775273114	302.15906923131513	38.20339615274677	1.2465206939272742	454	123.56979703903198	13:45
13.4%	335000	669.9999999979804	-342065.7799486187	13814.00243566326	-328251.7775129555	300.3598728392551	38.16111957925054	1.2479016445993827	454	125.49275279045105	13:43
13.6%	340000	679.9999999977439	-341933.7531768909	13621.181425678185	-328312.5717512127	296.1673374528175	38.189952964975895	1.2469594797975818	454	127.41615414619446	13:41
13.8%	345000	689.9999999975074	-342248.9800721442	13807.37705782833	-328441.6030143158	300.21581628118804	38.20129078646917	1.2465893927219822	454	129.35489749908447	13:39
14.0%	350000	699.999999997271	-341919.02263178036	13356.77794648195	-328562.2446852984	290.41837398191126	38.08356049237926	1.2504430590787265	454	131.33204126358032	13:38
14.2%	355000	709.9999999970345	-342373.70130623714	13526.954062222285	-328846.74724401487	294.11853812493223	38.09423898108883	1.250092537780875	454	133.2650032043457	13:36
14.4%	360000	719.999999996798	-342643.7718387077	14087.809822303101	-328555.96201640455	306.3133068433836	38.08156915577909	1.2505084464323772	454	135.1908679008484	13:34
14.6%	365000	729.9999999965615	-342421.6782984737	13803.671614541365	-328618.0066839323	300.1352482865269	38.08156915577909	1.2505084464323772	454	137.11320042610168	13:33
14.8%	370000	739.9999999963251	-342299.36640557117	13903.544315336048	-328395.82209023513	302.3067950088121	38.27578078309955	1.244163356263326	454	139.03842735290527	13:31
15.0%	375000	749.9999999960886	-342498.16184134746	14099.419117940215	-328398.7427234072	306.56572945424944	38.27578078309955	1.244163356263326	454	140.9599413871765	13:29
15.2%	380000	759.9999999958521	-342125.4786333106	13591.37982074495	-328534.0988125656	295.51935680348424	38.12029970311591	1.2492379192603238	454	142.8838493824005	13:27
15.4%	385000	769.9999999956157	-342041.7589138375	13899.969713923287	-328141.7891999142	302.22907192813443	38.12029970311591	1.2492379192603238	453	144.80556726455688	13:25
15.6%	390000	779.9999999953792	-341915.00691088673	13923.066401695532	-327991.9405091912	302.7312665842154	38.13636111638556	1.2487117933818708	453	146.7432506084442	13:24
15.8%	395000	789.9999999951427	-342031.9852745021	13897.62892616064	-328134.35634834145	302.1781758378806	38.11963146103029	1.24925981856314	453	148.67066955566406	13:22
16.0%	400000	799.9999999949063	-342164.4573875894	13786.103282438662	-328378.35410515073	299.7532574753234	38.08645289147905	1.250348096694366	453	150.65606784820557	13:20
16.2%	405000	809.9999999946698	-342104.9410221716	13545.434340085802	-328559.5066820858	294.5203575060255	37.982493112569195	1.2537703552414143	453	152.58890175819397	13:19
16.4%	410000	819.9999999944333	-342733.69016814325	13680.653803836101	-329053.03636430716	297.4604540585337	38.02608137202441	1.2523331924949601	453	154.51637864112854	13:17
16.6%	415000	829.9999999941969	-342662.38257527666	13783.14100713155	-328879.2415681451	299.6888482906065	38.07535863657222	1.250712418423792	453	156.44278645515442	13:15
16.8%	420000	839.9999999939604	-342195.5322548022	13722.116795685495	-328473.4154591167	298.36198994702227	38.12572428089441	1.2490601760597762	453	158.36972904205322	13:13
17.0%	425000	849.9999999937239	-342416.8729747705	13633.248444195739	-328783.6245305748	296.4297123991346	38.25133653422095	1.244958430147841	453	160.29268288612366	13:11
17.2%	430000	859.9999999934874	-342197.9099187085	13863.785858668714	-328334.12406003976	301.442321077777	38.263114360293045	1.2445752176440388	453	162.22720766067505	13:10
17.4%	435000	869.999999993251	-342452.51315344207	13904.74318931823	-328547.76996412384	302.33286230093216	38.263114360293045	1.2445752176440388	453	164.14959192276	13:08
17.6%	440000	879.9999999930145	-342400.55864476826	13863.029591892931	-328537.52905287535	301.4258774587995	38.19078089554746	1.246932447203573	453	166.06969738006592	13:06
17.8%	445000	889.999999992778	-342614.15102147567	13847.526224171945	-328766.62479730375	301.0887854697874	38.22861571797201	1.2456983594180406	453	167.99291443824768	13:04
18.0%	450000	899.9999999925416	-342533.12964407617	13855.541468272837	-328677.5881758033	301.2630620931	38.18056100862968	1.2472662167519475	452	169.97841238975525	13:03
18.2%	455000	909.9999999923051	-342679.12339250295	13410.117176399162	-329269.0062161038	291.5781366495301	38.08981094863033	1.2502378640556857	452	171.91361236572266	13:01
18.4%	460000	919.9999999920686	-342805.4441826473	13661.049361821053	-329144.39482082624	297.03419181208125	38.12650140689571	1.2490347166783962	452	173.83710432052612	12:59
18.6%	465000	929.9999999918322	-342559.36234398873	13867.454524655868	-328691.90781933285	301.5220894182362	38.150396581765285	1.2482523944577284	452	175.75806665420532	12:57
18.8%	470000	939.9999999915957	-342546.31436415407	13785.242676490665	-328761.0716876634	299.7345451944831	38.140503270994905	1.2485761801395927	452	177.68770217895508	12:55
19.0%	475000	949.9999999913592	-342620.3050388652	13667.180757140419	-328953.1242817248	297.1675076361539	38.039085672379855	1.251905061358461	452	179.621276140213	12:53
19.2%	480000	959.9999999911228	-342781.32070908544	13473.966824607221	-329307.3538844782	292.9664288773563	38.039085672379855	1.251905061358461	452	181.54764938354492	12:52
19.4%	485000	969.9999999908863	-342530.65766753996	13381.51807499595	-329149.139592544	290.95630221010583	37.98887664694108	1.2535596755145166	452	183.47522568702698	12:50
19.6%	490000	979.9999999906498	-342879.5636522736	13799.891882675163	-329079.67176959844	300.0530650244357	38.03646930820643	1.2519911744917418	452	185.40129613876343	12:48
19.8%	495000	989.9999999904134	-342536.3952464029	13660.764013967224	-328875.63123243564	297.0279874520133	38.0552877920881	1.2513720601162077	452	187.32621455192566	12:46
20.0%	500000	999.9999999901769	-342498.4223309183	13641.707565444989	-328856.7147654733	296.61364030812325	37.95821154026299	1.2545723823733799	452	189.30516481399536	12:44
20.2%	505000	1009.9999999899404	-342610.4529094221	13670.947295490825	-328939.5056139313	297.24940402970395	37.95821154026299	1.2545723823733799	452	191.23795437812805	12:43
20.4%	510000	1019.999999989704	-342638.0617980705	13973.58472983259	-328664.4770682379	303.829693972365	38.03460679380418	1.252052483173244	452	193.16247248649597	12:41
20.6%	515000	1029.9999999894676	-342620.15976389655	13774.70814576782	-328845.45161812875	299.5054913541445	37.988571468343416	1.2535697459006636	452	195.08925557136536	12:39
20.8%	520000	1039.9999999892311	-342433.4516000881	14077.795222987083	-328355.656377101	306.0955579475727	37.991170496303454	1.2534839874789858	452	197.02968072891235	12:37
21.0%	525000	1049.9999999889947	-342837.43689204555	13661.728561257474	-329175.70833078807	297.0489597446415	37.991170496303454	1.2534839874789858	452	198.95229983329773	12:35
21.2%	530000	1059.9999999887582	-342733.7490658244	13667.02580536205	-329066.72326046234	297.1641384970022	37.90530658474549	1.2563234062289594	452	200.8763325214386	12:33
21.4%	535000	1069.9999999885217	-342532.1263948886	13913.445508406912	-328618.6808864817	302.5220780960688	38.023747266390785	1.2524100675577805	452	202.79972863197327	12:31
21.6%	540000	1079.9999999882853	-342794.337741984	13677.361843434572	-329116.9758985494	297.38887648265	37.816563595244766	1.259271582484258	452	204.72478604316711	12:30
21.8%	545000	1089.9999999880488	-342857.1165448624	13759.770512865089	-329097.3460319973	299.1807002199255	37.79478921289426	1.2599970756406211	452	206.655757188797	12:28
22.0%	550000	1099.9999999878123	-342740.2938288741	14031.417628600511	-328708.87620027363	305.0871631382176	37.91787672929345	1.2559069228132866	451	208.64026999473572	12:26
22.2%	555000	1109.9999999875758	-342789.3557338451	13719.711316073732	-329069.6444177714	298.30968725244315	37.879767151348986	1.2571704491326197	451	210.57592344284058	12:24
22.4%	560000	1119.9999999873394	-343017.89404247014	13994.038375158229	-329023.85566731193	304.274420570447	37.88311678145734	1.2570592899581505	451	212.50181651115417	12:22
22.6%	565000	1129.999999987103	-342878.9171061383	13859.126468476312	-329019.790637662	301.3410112762031	37.77738740439562	1.2605774817863513	451	214.44792985916138	12:20
22.8%	570000	1139.9999999868664	-343238.75453131594	14048.78899602639	-329189.96553528955	305.46487131768123	37.82962270510299	1.2588368711453373	451	216.37804889678955	12:19
23.0%	575000	1149.99999998663	-343043.50250662066	14063.009227358485	-328980.49327926215	305.7740638847555	37.717904199524966	1.262565481655267	451	218.3132905960083	12:17
23.2%	580000	1159.9999999863935	-342910.38738131244	13838.447538095254	-329071.9398432172	300.89138627225265	37.719504940484136	1.2625119008809882	451	220.2487826347351	12:15
23.4%	585000	1169.999999986157	-342613.15622043435	14056.104482532717	-328557.05173790164	305.6239330093981	37.77724175401291	1.2605823419504112	451	222.18031787872314	12:13
23.6%	590000	1179.9999999859206	-343229.3840241533	13553.571633640206	-329675.8123905131	294.6972878684343	37.83845925811894	1.2585428903921985	451	224.11291790008545	12:11
23.8%	595000	1189.999999985684	-342889.50988921314	13708.738246388406	-329180.77164282475	298.0710981953838	37.77043775825496	1.2608094242247043	451	226.04181170463562	12:09
24.0%	600000	1199.9999999854476	-343014.64739438525	14123.191019309696	-328891.45637507556	307.08260537820695	37.800209999390916	1.2598163841806114	451	228.03646421432495	12:08
24.2%	605000	1209.9999999852112	-342960.5024067664	14122.914278323844	-328837.5881284426	307.0765881585266	37.800209999390916	1.2598163841806114	451	229.99698686599731	12:06
24.4%	610000	1219.9999999849747	-343077.4372073893	13687.070316956235	-329390.366890433	297.599969240597	37.800209999390916	1.2598163841806114	451	231.93176317214966	12:04
24.6%	615000	1229.9999999847382	-342686.3806336839	13501.19684557635	-329185.18378810753	293.55849520091385	37.877521539855344	1.2572449818975753	451	233.86022090911865	12:02
24.8%	620000	1239.9999999845018	-343010.92554469063	13844.314338245526	-329166.6112064451	301.01894896491297	37.877521539855344	1.2572449818975753	451	235.79281616210938	12:00
25.0%	625000	1249.9999999842653	-342946.29260362126	13809.10452137514	-329137.1880822461	300.25337677342566	37.877521539855344	1.2572449818975753	451	237.71845650672913	11:58
25.2%	630000	1259.9999999840288	-342736.7341435766	13328.289807805517	-329408.4443357711	289.79895222126424	37.877521539855344	1.2572449818975753	451	239.64352130889893	11:57
25.4%	635000	1269.9999999837923	-342973.27434432873	13786.797778640248	-329186.4765656885	299.76835800768305	37.877521539855344	1.2572449818975753	451	241.5731234550476	11:55
25.6%	640000	1279.9999999835559	-343007.7703204573	13845.04290313091	-329162.72741732636	301.034790257641	37.877521539855344	1.2572449818975753	451	243.50345420837402	11:53
25.8%	645000	1289.9999999833194	-343351.72192588	13938.706354058133	-329413.0155718219	303.07132835304174	37.869480918659434	1.2575119258958736	451	245.43570923805237	11:51
26.0%	650000	1299.999999983083	-342756.152786997	13704.518925510496	-329051.63386148645	297.97935688519806	37.89338147627491	1.256718773237913	450	247.43008518218994	11:49
26.2%	655000	1309.9999999828465	-342828.80293370696	13813.323277274274	-329015.4796564327	300.3451057991953	37.903645009205356	1.2563784794611454	450	249.36571788787842	11:47
26.4%	660000	1319.99999998261	-343198.80139837303	14038.738216367054	-329160.063182006	305.2463357473805	37.94991352942	1.254846703294406	450	251.28660583496094	11:45
26.6%	665000	1329.9999999823735	-343211.5472495335	13666.294652057339	-329545.2525974762	297.1482409238947	37.975087380776976	1.2540148599317356	450	253.21648502349854	11:44
26.8%	670000	1339.999999982137	-343108.0907301997	13681.592297128076	-329426.49843307165	297.4808598552715	37.9239129210468	1.2557070253231133	450	255.14871668815613	11:42
27.0%	675000	1349.9999999819006	-342860.12373085914	13740.252441410212	-329119.8712894489	298.7563159411795	37.813793737691114	1.2593638240331764	450	257.0786817073822	11:40
27.2%	680000	1359.9999999816641	-343045.2337123354	14008.428333873013	-329036.8053784624	304.587303544796	37.80440455876294	1.2596766021979835	450	259.00722765922546	11:38
27.4%	685000	1369.9999999814277	-343273.7339047225	13702.99530754191	-329570.7385971806	297.9462286371446	37.85247499757924	1.2580768862735119	450	260.9303689002991	11:36
27.6%	690000	1379.9999999811912	-343211.99401992216	13898.143567227746	-329313.8504526944	302.1893657537789	37.760588370585474	1.2611382909434812	450	262.86020064353943	11:34
27.8%	695000	1389.9999999809547	-343087.1485828171	13556.006250392971	-329531.1423324241	294.7502240961263	37.746435868688856	1.261611137230653	450	264.7889664173126	11:32
28.0%	700000	1399.9999999807183	-342906.37803087063	14092.278819681496	-328814.09921118914	306.4104769061909	37.78879054157147	1.260197090200921	450	266.7890944480896	11:30
28.2%	705000	1409.9999999804818	-342988.8206218996	14095.944641526652	-328892.87598037295	306.4901834060551	37.75282939151045	1.2613974806722474	450	268.731812953949	11:29
28.4%	710000	1419.9999999802453	-343085.12399815145	13657.84732948005	-329427.2766686714	296.9645695551539	37.787628412788536	1.2602358465709873	450	270.6630787849426	11:27
28.6%	715000	1429.9999999800089	-343086.4432042009	14100.21629635331	-328986.22690784757	306.58306262093316	37.67172136978273	1.2641132964234152	450	272.59428000450134	11:25
28.8%	720000	1439.9999999797724	-342946.63168472226	13955.734197307673	-328990.8974874146	303.44156723615896	37.68600352619612	1.2636342256243263	450	274.5314087867737	11:23
29.0%	725000	1449.999999979536	-343415.4204768286	13948.609754373383	-329466.8107224552	303.2866594327356	37.713098214444464	1.2627263772367834	450	276.4646096229553	11:21
29.2%	730000	1459.9999999792994	-342996.3232961375	14044.427953979017	-328951.8953421585	305.3700485434059	37.76981032098584	1.2608303689637772	450	278.3940088748932	11:19
29.4%	735000	1469.999999979063	-342963.70702872175	13501.447197217885	-329462.25983150385	293.56393863322586	37.869496902990136	1.257511395112839	450	280.32879185676575	11:17
29.6%	740000	1479.9999999788265	-342915.2738228429	13445.249978922591	-329470.0238439203	292.3420343068217	37.85492362955314	1.2579955080274612	450	282.257719039917	11:15
29.8%	745000	1489.99999997859	-343116.09447320754	13671.462759026916	-329444.63171418064	297.2606118286655	37.811580286976	1.2594375458859985	450	284.2012872695923	11:14
30.0%	750000	1499.9999999783536	-342828.33685034816	13816.623843363233	-329011.7130069849	300.4168704897978	37.74899306770148	1.2615256729442639	450	286.1901478767395	11:12
30.2%	755000	1509.999999978117	-342878.63251441706	13710.34283339963	-329168.2896810174	298.10598696515893	37.80271727180868	1.259732826619159	450	288.1330940723419	11:10
30.4%	760000	1519.9999999778806	-343187.2101979212	13623.772543816009	-329563.4376541052	296.22367651298583	37.71366146863885	1.2627075183962295	450	290.05932998657227	11:08
30.6%	765000	1529.9999999776442	-343300.91544083477	13903.279963520748	-329397.635477314	302.3010471686768	37.70726977335377	1.262921557804022	450	291.9948000907898	11:06
30.8%	770000	1539.9999999774077	-343055.8524267764	13775.101074074868	-329280.7513527015	299.5140348517217	37.7300453336409	1.2621592012835532	450	293.9228792190552	11:04
31.0%	775000	1549.9999999771712	-343207.6651175663	14110.041018028183	-329097.62409953814	306.79668297945636	37.7300453336409	1.2621592012835532	450	295.85660910606384	11:02
31.2%	780000	1559.9999999769348	-343280.73015063826	13854.289024234102	-329426.44112640416	301.235830019415	37.77563239133675	1.2606360467871787	450	297.78537917137146	11:00
31.4%	785000	1569.9999999766983	-342995.63792011514	13589.213453547369	-329406.42446656775	295.4722531650551	37.77563239133675	1.2606360467871787	450	299.71751618385315	10:58
31.6%	790000	1579.9999999764618	-342845.1774117193	13909.05830572149	-328936.1191059978	302.42668650721896	37.738911407963045	1.261862679818904	450	301.6593108177185	10:57
31.8%	795000	1589.9999999762254	-343340.04040176596	13627.515723660568	-329712.5246781054	296.3050650191311	37.83047821543525	1.2588084034124218	450	303.58814787864685	10:55
32.0%	800000	1599.9999999759889	-343041.5365485069	13625.44236623941	-329416.0941822675	296.25998370585717	37.886094486675	1.2569604898031772	450	305.57023668289185	10:53
32.2%	805000	1609.9999999757524	-342907.538696989	13793.58505133057	-329113.95364565845	299.9159346692397	37.74484927027783	1.261664168843293	450	307.50255036354065	10:51
32.4%	810000	1619.999999975516	-343153.2725794961	13687.422875454035	-329465.8497040421	297.6076349715146	37.74484927027783	1.261664168843293	450	309.43826937675476	10:49
32.6%	815000	1629.9999999752795	-343299.9994150454	13669.014321899844	-329630.9850931455	297.20737510255606	37.74903581630528	1.2615242443392674	450	311.37166929244995	10:47
32.8%	820000	1639.999999975043	-342444.21914037847	13566.78697147849	-328877.4321689	294.98463088948273	37.74864263858191	1.2615373839701438	450	313.30271911621094	10:45
33.0%	825000	1649.9999999748065	-343409.4076064411	13274.324407158354	-330135.08319928276	288.62557463199624	37.74864263858191	1.2615373839701438	449	315.23441529273987	10:43
33.2%	830000	1659.99999997457	-343159.6215214766	13965.833495442042	-329193.78802603454	303.66115775074974	37.717265145906886	1.2625868736367905	449	317.17403650283813	10:42
33.4%	835000	1669.9999999743336	-342861.2913974014	13895.266071867558	-328966.0253255339	302.12679995183214	37.717265145906886	1.2625868736367905	449	319.10426807403564	10:40
33.6%	840000	1679.9999999740971	-343435.3941622504	13593.782172340058	-329841.6119899103	295.5715914851402	37.75713378881418	1.2612536785514321	449	321.0382339954376	10:38
33.8%	845000	1689.9999999738607	-343299.17154839064	13668.332612858598	-329630.838935532	297.19255260329163	37.7785231493968	1.2605395847365415	449	322.97161078453064	10:36
