zinc_id,gene_name,gene_name,affinity
ZINC000043439620,POL,POL,7.10
ZINC000043439622,POL,POL,7.10
ZINC000043439625,POL,POL,7.10
ZINC000095609557,POL,POL,7.10
ZINC000100870580,POL,POL,7.10
ZINC000169312563,POL,POL,7.10
ZINC000169312567,POL,POL,7.10
ZINC000169349214,POL,POL,7.10
ZINC000169349215,POL,POL,7.10
ZINC000169352004,POL,POL,7.10
ZINC000003922462,POL,POL,7.09
ZINC000014943046,POL,POL,7.09
ZINC000014943103,POL,POL,7.09
ZINC000014953657,POL,POL,7.09
ZINC000027211328,POL,POL,7.09
ZINC000027211332,POL,POL,7.09
ZINC000027211335,POL,POL,7.09
ZINC000027762345,POL,POL,7.09
ZINC000027762354,POL,POL,7.09
ZINC000095554617,POL,POL,7.09
ZINC000095554618,POL,POL,7.09
ZINC000000005906,POL,POL,7.08
ZINC000005883395,POL,POL,7.08
ZINC000006525014,POL,POL,7.08
ZINC000006525019,POL,POL,7.08
ZINC000013738584,POL,POL,7.08
ZINC000026946821,POL,POL,7.08
ZINC000026963167,POL,POL,7.08
ZINC000027406578,POL,POL,7.08
ZINC000027412094,POL,POL,7.08
ZINC000029412633,POL,POL,7.08
ZINC000036124594,POL,POL,7.08
ZINC000053173603,POL,POL,7.08
ZINC000100986502,POL,POL,7.08
ZINC000100986504,POL,POL,7.08
ZINC000101319262,POL,POL,7.08
ZINC000101319265,POL,POL,7.08
ZINC000005962804,POL,POL,7.07
ZINC000013743239,POL,POL,7.07
ZINC000013743240,POL,POL,7.07
ZINC000014943177,POL,POL,7.07
ZINC000014946439,POL,POL,7.07
ZINC000014979588,POL,POL,7.07
ZINC000026015288,POL,POL,7.07
ZINC000026148573,POL,POL,7.07
ZINC000026167857,POL,POL,7.07
ZINC000027082472,POL,POL,7.07
ZINC000027103628,POL,POL,7.07
ZINC000028528876,POL,POL,7.07
ZINC000029408640,POL,POL,7.07
ZINC000036140522,POL,POL,7.07
ZINC000049877841,POL,POL,7.07
ZINC000049877844,POL,POL,7.07
ZINC000049877848,POL,POL,7.07
ZINC000049877852,POL,POL,7.07
ZINC000000586601,POL,POL,7.06
ZINC000003930366,POL,POL,7.06
ZINC000005887496,POL,POL,7.06
ZINC000005973332,POL,POL,7.06
ZINC000005973373,POL,POL,7.06
ZINC000006580308,POL,POL,7.06
ZINC000006580324,POL,POL,7.06
ZINC000026148886,POL,POL,7.06
ZINC000026148892,POL,POL,7.06
ZINC000026148902,POL,POL,7.06
ZINC000026148909,POL,POL,7.06
ZINC000036152073,POL,POL,7.06
ZINC000038147680,POL,POL,7.06
ZINC000038147681,POL,POL,7.06
ZINC000095614322,POL,POL,7.06
ZINC000095614323,POL,POL,7.06
ZINC000095614324,POL,POL,7.06
ZINC000095614325,POL,POL,7.06
ZINC000169352003,POL,POL,7.06
ZINC000000013212,POL,POL,7.05
ZINC000003930080,POL,POL,7.05
ZINC000005841320,POL,POL,7.05
ZINC000005842029,POL,POL,7.05
ZINC000005842227,POL,POL,7.05
ZINC000005847629,POL,POL,7.05
ZINC000006385191,POL,POL,7.05
ZINC000006385192,POL,POL,7.05
ZINC000006481423,POL,POL,7.05
ZINC000006524741,POL,POL,7.05
ZINC000006525339,POL,POL,7.05
ZINC000006582016,POL,POL,7.05
ZINC000013556520,POL,POL,7.05
ZINC000013556541,POL,POL,7.05
ZINC000013556543,POL,POL,7.05
ZINC000013644801,POL,POL,7.05
ZINC000013744869,POL,POL,7.05
ZINC000013758749,POL,POL,7.05
ZINC000013759883,POL,POL,7.05
ZINC000013780551,POL,POL,7.05
ZINC000013780570,POL,POL,7.05
ZINC000014943475,POL,POL,7.05
ZINC000014944210,POL,POL,7.05
ZINC000014944212,POL,POL,7.05
ZINC000014946433,POL,POL,7.05
ZINC000014946747,POL,POL,7.05
ZINC000014946780,POL,POL,7.05
ZINC000026159965,POL,POL,7.05
ZINC000026163582,POL,POL,7.05
ZINC000026274885,POL,POL,7.05
ZINC000028017589,POL,POL,7.05
ZINC000029339847,POL,POL,7.05
ZINC000029339850,POL,POL,7.05
ZINC000034820512,POL,POL,7.05
ZINC000036124557,POL,POL,7.05
ZINC000038154485,POL,POL,7.05
ZINC000038154487,POL,POL,7.05
ZINC000095611925,POL,POL,7.05
ZINC000005887091,POL,POL,7.04
ZINC000005887426,POL,POL,7.04
ZINC000005962453,POL,POL,7.04
ZINC000013738582,POL,POL,7.04
ZINC000013775986,POL,POL,7.04
ZINC000014943363,POL,POL,7.04
ZINC000023357725,POL,POL,7.04
ZINC000026179562,POL,POL,7.04
ZINC000027844881,POL,POL,7.04
ZINC000027844889,POL,POL,7.04
ZINC000027845761,POL,POL,7.04
ZINC000027845770,POL,POL,7.04
ZINC000038156467,POL,POL,7.04
ZINC000038156468,POL,POL,7.04
ZINC000150531946,POL,POL,7.04
ZINC000027205147,POL,POL,7.03
ZINC000027205154,POL,POL,7.03
ZINC000028092039,POL,POL,7.03
ZINC000028570451,POL,POL,7.03
ZINC000034849727,POL,POL,7.03
ZINC000049733939,POL,POL,7.03
ZINC000095614939,POL,POL,7.03
ZINC000095615368,POL,POL,7.03
ZINC000162390809,POL,POL,7.03
ZINC000299841493,POL,POL,7.03
ZINC000299841494,POL,POL,7.03
ZINC000006385196,POL,POL,7.02
ZINC000006424981,POL,POL,7.02
ZINC000006494581,POL,POL,7.02
ZINC000013775987,POL,POL,7.02
ZINC000014907472,POL,POL,7.02
ZINC000026846681,POL,POL,7.02
ZINC000026846689,POL,POL,7.02
ZINC000029567228,POL,POL,7.02
ZINC000095610743,POL,POL,7.02
ZINC000100785280,POL,POL,7.02
ZINC000100785287,POL,POL,7.02
ZINC000100785291,POL,POL,7.02
ZINC000100785296,POL,POL,7.02
ZINC000101034888,POL,POL,7.02
ZINC000101034890,POL,POL,7.02
ZINC000101034892,POL,POL,7.02
ZINC000101034894,POL,POL,7.02
ZINC000102207854,POL,POL,7.02
ZINC000102207856,POL,POL,7.02
ZINC000005891916,POL,POL,7.01
ZINC000013766418,POL,POL,7.01
ZINC000013766420,POL,POL,7.01
ZINC000013801179,POL,POL,7.01
ZINC000023357716,POL,POL,7.01
ZINC000027316259,POL,POL,7.01
ZINC000027996204,POL,POL,7.01
ZINC000029564975,POL,POL,7.01
ZINC000049780070,POL,POL,7.01
ZINC000000022099,POL,POL,7.00
ZINC000000537822,POL,POL,7.00
ZINC000000584112,POL,POL,7.00
ZINC000001896203,POL,POL,7.00
ZINC000003648350,POL,POL,7.00
ZINC000003648352,POL,POL,7.00
ZINC000003931234,POL,POL,7.00
ZINC000003943920,POL,POL,7.00
ZINC000003951636,POL,POL,7.00
ZINC000005784821,POL,POL,7.00
ZINC000005841929,POL,POL,7.00
ZINC000005841993,POL,POL,7.00
ZINC000005842249,POL,POL,7.00
ZINC000005842390,POL,POL,7.00
ZINC000005884373,POL,POL,7.00
ZINC000005885951,POL,POL,7.00
ZINC000005889334,POL,POL,7.00
ZINC000005891746,POL,POL,7.00
ZINC000005930278,POL,POL,7.00
ZINC000005933763,POL,POL,7.00
ZINC000005963434,POL,POL,7.00
ZINC000005963436,POL,POL,7.00
ZINC000006385085,POL,POL,7.00
ZINC000006385146,POL,POL,7.00
ZINC000006385178,POL,POL,7.00
ZINC000006403946,POL,POL,7.00
ZINC000013518711,POL,POL,7.00
ZINC000013556497,POL,POL,7.00
ZINC000013556500,POL,POL,7.00
ZINC000013612329,POL,POL,7.00
ZINC000013675112,POL,POL,7.00
ZINC000013744891,POL,POL,7.00
ZINC000013759887,POL,POL,7.00
ZINC000013780568,POL,POL,7.00
ZINC000013780572,POL,POL,7.00
ZINC000014943227,POL,POL,7.00
ZINC000026153201,POL,POL,7.00
ZINC000026153208,POL,POL,7.00
ZINC000026160225,POL,POL,7.00
ZINC000026291800,POL,POL,7.00
ZINC000026574611,POL,POL,7.00
ZINC000026574683,POL,POL,7.00
ZINC000026574685,POL,POL,7.00
ZINC000026574687,POL,POL,7.00
ZINC000026574689,POL,POL,7.00
ZINC000027523717,POL,POL,7.00
ZINC000027550292,POL,POL,7.00
ZINC000027551660,POL,POL,7.00
ZINC000027552181,POL,POL,7.00
ZINC000027554515,POL,POL,7.00
ZINC000027555189,POL,POL,7.00
ZINC000028008899,POL,POL,7.00
ZINC000028008904,POL,POL,7.00
ZINC000028015395,POL,POL,7.00
ZINC000028393203,POL,POL,7.00
ZINC000028393210,POL,POL,7.00
ZINC000028393216,POL,POL,7.00
ZINC000028393222,POL,POL,7.00
ZINC000029313302,POL,POL,7.00
ZINC000029327081,POL,POL,7.00
ZINC000029469845,POL,POL,7.00
ZINC000034820514,POL,POL,7.00
ZINC000038154481,POL,POL,7.00
ZINC000049775540,POL,POL,7.00
ZINC000049775541,POL,POL,7.00
ZINC000095606464,POL,POL,7.00
ZINC000095606465,POL,POL,7.00
ZINC000095606466,POL,POL,7.00
ZINC000095606467,POL,POL,7.00
ZINC000150365691,POL,POL,7.00
ZINC000150365694,POL,POL,7.00
ZINC000169312560,POL,POL,7.00
ZINC000169349212,POL,POL,7.00
ZINC000169349213,POL,POL,7.00
ZINC000253690451,POL,POL,7.00
ZINC000253690458,POL,POL,7.00
ZINC000253690463,POL,POL,7.00
ZINC000005887124,POL,POL,6.99
ZINC000006525012,POL,POL,6.99
ZINC000013474518,POL,POL,6.99
ZINC000014943898,POL,POL,6.99
ZINC000014946414,POL,POL,6.99
ZINC000014946415,POL,POL,6.99
ZINC000026377204,POL,POL,6.99
ZINC000026389923,POL,POL,6.99
ZINC000150554966,POL,POL,6.99
ZINC000150554974,POL,POL,6.99
ZINC000150554988,POL,POL,6.99
ZINC000150554998,POL,POL,6.99
ZINC000169349715,POL,POL,6.99
ZINC000169358265,POL,POL,6.99
ZINC000169715615,POL,POL,6.99
ZINC000169715616,POL,POL,6.99
ZINC000253837962,POL,POL,6.99
ZINC000253838914,POL,POL,6.99
ZINC000005883282,POL,POL,6.98
ZINC000005887337,POL,POL,6.98
ZINC000014943022,POL,POL,6.98
ZINC000014943042,POL,POL,6.98
ZINC000026288441,POL,POL,6.98
ZINC000026836259,POL,POL,6.98
ZINC000027193635,POL,POL,6.98
ZINC000027193640,POL,POL,6.98
ZINC000027423503,POL,POL,6.98
ZINC000027523246,POL,POL,6.98
ZINC000028130023,POL,POL,6.98
ZINC000029567741,POL,POL,6.98
ZINC000014943889,POL,POL,6.97
ZINC000014943890,POL,POL,6.97
ZINC000014943943,POL,POL,6.97
ZINC000014943944,POL,POL,6.97
ZINC000028130588,POL,POL,6.97
ZINC000028134954,POL,POL,6.97
ZINC000095543557,POL,POL,6.97
ZINC000150554807,POL,POL,6.97
ZINC000150554814,POL,POL,6.97
ZINC000169350617,POL,POL,6.97
ZINC000253638287,POL,POL,6.97
ZINC000001552372,POL,POL,6.96
ZINC000001651541,POL,POL,6.96
ZINC000003832000,POL,POL,6.96
ZINC000005832724,POL,POL,6.96
ZINC000005841963,POL,POL,6.96
ZINC000005842011,POL,POL,6.96
ZINC000005842274,POL,POL,6.96
ZINC000005847768,POL,POL,6.96
ZINC000005887378,POL,POL,6.96
ZINC000005964739,POL,POL,6.96
ZINC000006385126,POL,POL,6.96
ZINC000012354059,POL,POL,6.96
ZINC000013743234,POL,POL,6.96
ZINC000013782661,POL,POL,6.96
ZINC000014907474,POL,POL,6.96
ZINC000014943936,POL,POL,6.96
ZINC000014943937,POL,POL,6.96
ZINC000014946663,POL,POL,6.96
ZINC000014946664,POL,POL,6.96
ZINC000026145989,POL,POL,6.96
ZINC000026145996,POL,POL,6.96
ZINC000026479386,POL,POL,6.96
ZINC000026479395,POL,POL,6.96
ZINC000026479403,POL,POL,6.96
ZINC000026479415,POL,POL,6.96
ZINC000029325118,POL,POL,6.96
ZINC000101318950,POL,POL,6.96
ZINC000150548253,POL,POL,6.96
ZINC000150548260,POL,POL,6.96
ZINC000169349220,POL,POL,6.96
ZINC000169349221,POL,POL,6.96
ZINC000169356815,POL,POL,6.96
ZINC000261169823,POL,POL,6.96
ZINC000003797214,POL,POL,6.95
ZINC000005891657,POL,POL,6.95
ZINC000006581727,POL,POL,6.95
ZINC000006581728,POL,POL,6.95
ZINC000013612302,POL,POL,6.95
ZINC000014943085,POL,POL,6.95
ZINC000027558017,POL,POL,6.95
ZINC000027846534,POL,POL,6.95
ZINC000100900233,POL,POL,6.95
ZINC000100900236,POL,POL,6.95
ZINC000150521522,POL,POL,6.95
ZINC000150521524,POL,POL,6.95
ZINC000005891340,POL,POL,6.94
ZINC000036124576,POL,POL,6.94
ZINC000028460892,POL,POL,6.93
ZINC000201125607,POL,POL,6.93
ZINC000253740352,POL,POL,6.93
ZINC000253740360,POL,POL,6.93
ZINC000000020480,POL,POL,6.92
ZINC000005841756,POL,POL,6.92
ZINC000005842235,POL,POL,6.92
ZINC000005842279,POL,POL,6.92
ZINC000005842379,POL,POL,6.92
ZINC000005851644,POL,POL,6.92
ZINC000005887348,POL,POL,6.92
ZINC000005939121,POL,POL,6.92
ZINC000013761607,POL,POL,6.92
ZINC000013761608,POL,POL,6.92
ZINC000013780573,POL,POL,6.92
ZINC000014943112,POL,POL,6.92
ZINC000014943143,POL,POL,6.92
ZINC000014943970,POL,POL,6.92
ZINC000014943972,POL,POL,6.92
ZINC000026836976,POL,POL,6.92
ZINC000026836980,POL,POL,6.92
ZINC000027199486,POL,POL,6.92
ZINC000027199492,POL,POL,6.92
ZINC000029322534,POL,POL,6.92
ZINC000029322543,POL,POL,6.92
ZINC000029414820,POL,POL,6.92
ZINC000029414823,POL,POL,6.92
ZINC000038154489,POL,POL,6.92
ZINC000038154491,POL,POL,6.92
ZINC000100712834,POL,POL,6.92
ZINC000100712841,POL,POL,6.92
ZINC000100896162,POL,POL,6.92
ZINC000169372075,POL,POL,6.92
ZINC000169372076,POL,POL,6.92
ZINC000169372077,POL,POL,6.92
ZINC000169372078,POL,POL,6.92
ZINC000195353228,POL,POL,6.92
ZINC000195353237,POL,POL,6.92
ZINC000002008761,POL,POL,6.91
ZINC000003963046,POL,POL,6.91
ZINC000005933502,POL,POL,6.91
ZINC000006483716,POL,POL,6.91
ZINC000006483718,POL,POL,6.91
ZINC000006484869,POL,POL,6.91
ZINC000014943939,POL,POL,6.91
ZINC000014943941,POL,POL,6.91
ZINC000026274043,POL,POL,6.91
ZINC000026820842,POL,POL,6.91
ZINC000026935405,POL,POL,6.91
ZINC000027852853,POL,POL,6.91
ZINC000027852861,POL,POL,6.91
ZINC000036124544,POL,POL,6.91
ZINC000100894786,POL,POL,6.91
ZINC000100894788,POL,POL,6.91
ZINC000002008758,POL,POL,6.90
ZINC000003963042,POL,POL,6.90
ZINC000005940574,POL,POL,6.90
ZINC000013474517,POL,POL,6.90
ZINC000014943007,POL,POL,6.90
ZINC000014943374,POL,POL,6.90
ZINC000014943896,POL,POL,6.90
ZINC000014943957,POL,POL,6.90
ZINC000014943959,POL,POL,6.90
ZINC000014946366,POL,POL,6.90
ZINC000014946420,POL,POL,6.90
ZINC000014946421,POL,POL,6.90
ZINC000026150823,POL,POL,6.90
ZINC000026150829,POL,POL,6.90
ZINC000026150843,POL,POL,6.90
ZINC000026292593,POL,POL,6.90
ZINC000026384145,POL,POL,6.90
ZINC000026741769,POL,POL,6.90
ZINC000026942439,POL,POL,6.90
ZINC000026942448,POL,POL,6.90
ZINC000027189420,POL,POL,6.90
ZINC000027419506,POL,POL,6.90
ZINC000027653873,POL,POL,6.90
ZINC000028135040,POL,POL,6.90
ZINC000100970344,POL,POL,6.90
ZINC000100970350,POL,POL,6.90
ZINC000101313142,POL,POL,6.90
ZINC000150521540,POL,POL,6.90
ZINC000150521544,POL,POL,6.90
ZINC000000024444,POL,POL,6.89
ZINC000001996000,POL,POL,6.89
ZINC000005838802,POL,POL,6.89
ZINC000005841838,POL,POL,6.89
ZINC000005842320,POL,POL,6.89
ZINC000005883054,POL,POL,6.89
ZINC000005883222,POL,POL,6.89
ZINC000005883821,POL,POL,6.89
ZINC000005940571,POL,POL,6.89
ZINC000006385139,POL,POL,6.89
ZINC000006494579,POL,POL,6.89
ZINC000006584239,POL,POL,6.89
ZINC000006584245,POL,POL,6.89
ZINC000006584920,POL,POL,6.89
ZINC000006584922,POL,POL,6.89
ZINC000013740376,POL,POL,6.89
ZINC000013758782,POL,POL,6.89
ZINC000013766456,POL,POL,6.89
ZINC000013766458,POL,POL,6.89
ZINC000013780566,POL,POL,6.89
ZINC000013801186,POL,POL,6.89
ZINC000014943105,POL,POL,6.89
ZINC000014943180,POL,POL,6.89
ZINC000014943480,POL,POL,6.89
ZINC000014943974,POL,POL,6.89
ZINC000014943976,POL,POL,6.89
ZINC000014943993,POL,POL,6.89
ZINC000026177511,POL,POL,6.89
ZINC000026177517,POL,POL,6.89
ZINC000026732007,POL,POL,6.89
ZINC000026820147,POL,POL,6.89
ZINC000026820159,POL,POL,6.89
ZINC000026837953,POL,POL,6.89
ZINC000028010552,POL,POL,6.89
ZINC000029206070,POL,POL,6.89
ZINC000029206074,POL,POL,6.89
ZINC000029206078,POL,POL,6.89
ZINC000029345912,POL,POL,6.89
ZINC000029345916,POL,POL,6.89
ZINC000049850601,POL,POL,6.89
ZINC000072142238,POL,POL,6.89
ZINC000150548175,POL,POL,6.89
ZINC000169351998,POL,POL,6.89
ZINC000169351999,POL,POL,6.89
ZINC000000007539,POL,POL,6.88
ZINC000003920901,POL,POL,6.88
ZINC000005841312,POL,POL,6.88
ZINC000006522954,POL,POL,6.88
ZINC000006522957,POL,POL,6.88
ZINC000014943037,POL,POL,6.88
ZINC000026379762,POL,POL,6.88
ZINC000096126909,POL,POL,6.88
ZINC000096126910,POL,POL,6.88
ZINC000006536590,POL,POL,6.87
ZINC000006536593,POL,POL,6.87
ZINC000006536594,POL,POL,6.87
ZINC000006536596,POL,POL,6.87
ZINC000014943380,POL,POL,6.87
ZINC000026950309,POL,POL,6.87
ZINC000026950320,POL,POL,6.87
ZINC000036124552,POL,POL,6.87
ZINC000049864915,POL,POL,6.87
ZINC000049864916,POL,POL,6.87
ZINC000005853183,POL,POL,6.86
ZINC000005962450,POL,POL,6.86
ZINC000005962457,POL,POL,6.86
ZINC000006580311,POL,POL,6.86
ZINC000006580325,POL,POL,6.86
ZINC000026274454,POL,POL,6.86
ZINC000000007048,POL,POL,6.85
ZINC000000020095,POL,POL,6.85
ZINC000000020474,POL,POL,6.85
ZINC000000597817,POL,POL,6.85
ZINC000005841750,POL,POL,6.85
ZINC000005841967,POL,POL,6.85
ZINC000005888557,POL,POL,6.85
ZINC000005934300,POL,POL,6.85
ZINC000006583024,POL,POL,6.85
ZINC000006583037,POL,POL,6.85
ZINC000013675101,POL,POL,6.85
ZINC000013758785,POL,POL,6.85
ZINC000013780556,POL,POL,6.85
ZINC000013801189,POL,POL,6.85
ZINC000013801195,POL,POL,6.85
ZINC000013822863,POL,POL,6.85
ZINC000014942873,POL,POL,6.85
ZINC000014943369,POL,POL,6.85
ZINC000014943370,POL,POL,6.85
ZINC000014943523,POL,POL,6.85
ZINC000026163545,POL,POL,6.85
ZINC000026391857,POL,POL,6.85
ZINC000026391861,POL,POL,6.85
ZINC000026845773,POL,POL,6.85
ZINC000027215382,POL,POL,6.85
ZINC000027626376,POL,POL,6.85
ZINC000027626382,POL,POL,6.85
ZINC000027626392,POL,POL,6.85
ZINC000029344738,POL,POL,6.85
ZINC000029344741,POL,POL,6.85
ZINC000029403124,POL,POL,6.85
ZINC000095542832,POL,POL,6.85
ZINC000095542833,POL,POL,6.85
ZINC000095542834,POL,POL,6.85
ZINC000095542835,POL,POL,6.85
ZINC000101143213,POL,POL,6.85
ZINC000150521604,POL,POL,6.85
ZINC000150521607,POL,POL,6.85
ZINC000169335810,POL,POL,6.85
ZINC000169349230,POL,POL,6.85
ZINC000169349231,POL,POL,6.85
ZINC000005843264,POL,POL,6.84
ZINC000006483447,POL,POL,6.84
ZINC000006490966,POL,POL,6.84
ZINC000006499631,POL,POL,6.84
ZINC000006578458,POL,POL,6.84
ZINC000014946431,POL,POL,6.84
ZINC000014946665,POL,POL,6.84
ZINC000014946666,POL,POL,6.84
ZINC000026247795,POL,POL,6.84
ZINC000026505449,POL,POL,6.84
ZINC000026505454,POL,POL,6.84
ZINC000026647752,POL,POL,6.84
ZINC000026818554,POL,POL,6.84
ZINC000026842745,POL,POL,6.84
ZINC000027762362,POL,POL,6.84
ZINC000027762369,POL,POL,6.84
ZINC000029402444,POL,POL,6.84
ZINC000014943953,POL,POL,6.83
ZINC000014943955,POL,POL,6.83
ZINC000028771113,POL,POL,6.83
ZINC000036124572,POL,POL,6.83
ZINC000100997194,POL,POL,6.83
ZINC000100997199,POL,POL,6.83
ZINC000005828053,POL,POL,6.82
ZINC000005841934,POL,POL,6.82
ZINC000005842471,POL,POL,6.82
ZINC000005851658,POL,POL,6.82
ZINC000005887374,POL,POL,6.82
ZINC000005889356,POL,POL,6.82
ZINC000006385188,POL,POL,6.82
ZINC000006424591,POL,POL,6.82
ZINC000006579530,POL,POL,6.82
ZINC000006584503,POL,POL,6.82
ZINC000013488679,POL,POL,6.82
ZINC000013675113,POL,POL,6.82
ZINC000013738583,POL,POL,6.82
ZINC000013744841,POL,POL,6.82
ZINC000013744847,POL,POL,6.82
ZINC000013744855,POL,POL,6.82
ZINC000013758776,POL,POL,6.82
ZINC000013780559,POL,POL,6.82
ZINC000014946669,POL,POL,6.82
ZINC000014946670,POL,POL,6.82
ZINC000026384150,POL,POL,6.82
ZINC000026492912,POL,POL,6.82
ZINC000026494475,POL,POL,6.82
ZINC000026834800,POL,POL,6.82
ZINC000026950447,POL,POL,6.82
ZINC000026950460,POL,POL,6.82
ZINC000028100644,POL,POL,6.82
ZINC000028102456,POL,POL,6.82
ZINC000029208492,POL,POL,6.82
ZINC000029208496,POL,POL,6.82
ZINC000029208500,POL,POL,6.82
ZINC000029392408,POL,POL,6.82
ZINC000029392411,POL,POL,6.82
ZINC000029571165,POL,POL,6.82
ZINC000036124573,POL,POL,6.82
ZINC000036139649,POL,POL,6.82
ZINC000038147682,POL,POL,6.82
ZINC000038154603,POL,POL,6.82
ZINC000049707736,POL,POL,6.82
ZINC000049707740,POL,POL,6.82
ZINC000049776358,POL,POL,6.82
ZINC000096904185,POL,POL,6.82
ZINC000098209106,POL,POL,6.82
ZINC000101028150,POL,POL,6.82
ZINC000150560094,POL,POL,6.82
ZINC000150560099,POL,POL,6.82
ZINC000169312570,POL,POL,6.82
ZINC000169358171,POL,POL,6.82
ZINC000169358173,POL,POL,6.82
ZINC000000005563,POL,POL,6.81
ZINC000005964963,POL,POL,6.81
ZINC000005972808,POL,POL,6.81
ZINC000006482602,POL,POL,6.81
ZINC000034820432,POL,POL,6.81
ZINC000101467764,POL,POL,6.81
ZINC000101467766,POL,POL,6.81
ZINC000003875238,POL,POL,6.80
ZINC000005841349,POL,POL,6.80
ZINC000005934169,POL,POL,6.80
ZINC000006412055,POL,POL,6.80
ZINC000006412064,POL,POL,6.80
ZINC000006424533,POL,POL,6.80
ZINC000006424542,POL,POL,6.80
ZINC000006485022,POL,POL,6.80
ZINC000006490980,POL,POL,6.80
ZINC000006499643,POL,POL,6.80
ZINC000013518690,POL,POL,6.80
ZINC000013671655,POL,POL,6.80
ZINC000013758751,POL,POL,6.80
ZINC000013780558,POL,POL,6.80
ZINC000014943961,POL,POL,6.80
ZINC000014943963,POL,POL,6.80
ZINC000014946450,POL,POL,6.80
ZINC000026265966,POL,POL,6.80
ZINC000026271052,POL,POL,6.80
ZINC000027196417,POL,POL,6.80
ZINC000027196425,POL,POL,6.80
ZINC000027523219,POL,POL,6.80
ZINC000029415834,POL,POL,6.80
ZINC000029415837,POL,POL,6.80
ZINC000049776349,POL,POL,6.80
ZINC000058569568,POL,POL,6.80
ZINC000095541805,POL,POL,6.80
ZINC000095541806,POL,POL,6.80
ZINC000095541807,POL,POL,6.80
ZINC000095541808,POL,POL,6.80
ZINC000150521532,POL,POL,6.80
ZINC000150521535,POL,POL,6.80
ZINC000150522317,POL,POL,6.80
ZINC000150530628,POL,POL,6.80
ZINC000150563064,POL,POL,6.80
ZINC000169349196,POL,POL,6.80
ZINC000169349197,POL,POL,6.80
ZINC000169352739,POL,POL,6.80
ZINC000253710297,POL,POL,6.80
ZINC000026820182,POL,POL,6.79
ZINC000026946249,POL,POL,6.79
ZINC000026946257,POL,POL,6.79
ZINC000027846412,POL,POL,6.79
ZINC000029569998,POL,POL,6.79
ZINC000029570002,POL,POL,6.79
ZINC000029570007,POL,POL,6.79
ZINC000029570012,POL,POL,6.79
ZINC000049864965,POL,POL,6.79
ZINC000049864966,POL,POL,6.79
ZINC000169356038,POL,POL,6.79
ZINC000169356039,POL,POL,6.79
ZINC000005838781,POL,POL,6.78
ZINC000006525008,POL,POL,6.78
ZINC000026148853,POL,POL,6.78
ZINC000026148861,POL,POL,6.78
ZINC000026148870,POL,POL,6.78
ZINC000026148878,POL,POL,6.78
ZINC000027846525,POL,POL,6.78
ZINC000028003618,POL,POL,6.78
ZINC000035997404,POL,POL,6.78
ZINC000049599747,POL,POL,6.78
ZINC000095544036,POL,POL,6.78
ZINC000002008765,POL,POL,6.77
ZINC000003870431,POL,POL,6.77
ZINC000003870432,POL,POL,6.77
ZINC000003982757,POL,POL,6.77
ZINC000005842605,POL,POL,6.77
ZINC000005842805,POL,POL,6.77
ZINC000005891920,POL,POL,6.77
ZINC000005962993,POL,POL,6.77
ZINC000006385143,POL,POL,6.77
ZINC000006424595,POL,POL,6.77
ZINC000006424966,POL,POL,6.77
ZINC000013743230,POL,POL,6.77
ZINC000013743231,POL,POL,6.77
ZINC000013743235,POL,POL,6.77
ZINC000013743236,POL,POL,6.77
ZINC000013743241,POL,POL,6.77
ZINC000013743242,POL,POL,6.77
ZINC000013758754,POL,POL,6.77
ZINC000013780567,POL,POL,6.77
ZINC000014942880,POL,POL,6.77
ZINC000014946712,POL,POL,6.77
ZINC000016889962,POL,POL,6.77
ZINC000026015793,POL,POL,6.77
ZINC000027555059,POL,POL,6.77
ZINC000028395282,POL,POL,6.77
ZINC000049799778,POL,POL,6.77
ZINC000095610565,POL,POL,6.77
ZINC000095610693,POL,POL,6.77
ZINC000169312550,POL,POL,6.77
ZINC000005887044,POL,POL,6.76
ZINC000006578455,POL,POL,6.76
ZINC000006580314,POL,POL,6.76
ZINC000006580327,POL,POL,6.76
ZINC000014943895,POL,POL,6.76
ZINC000026268362,POL,POL,6.76
ZINC000026378283,POL,POL,6.76
ZINC000027193821,POL,POL,6.76
ZINC000029206749,POL,POL,6.76
ZINC000029206753,POL,POL,6.76
ZINC000029206756,POL,POL,6.76
ZINC000003916138,POL,POL,6.75
ZINC000003944425,POL,POL,6.75
ZINC000005886960,POL,POL,6.75
ZINC000013612293,POL,POL,6.75
ZINC000026968064,POL,POL,6.75
ZINC000026968073,POL,POL,6.75
ZINC000036139697,POL,POL,6.75
ZINC000036139700,POL,POL,6.75
ZINC000002008767,POL,POL,6.74
ZINC000003982759,POL,POL,6.74
ZINC000005841738,POL,POL,6.74
ZINC000005851653,POL,POL,6.74
ZINC000005852266,POL,POL,6.74
ZINC000005887383,POL,POL,6.74
ZINC000005887522,POL,POL,6.74
ZINC000005974604,POL,POL,6.74
ZINC000006488690,POL,POL,6.74
ZINC000006495315,POL,POL,6.74
ZINC000006578453,POL,POL,6.74
ZINC000013558582,POL,POL,6.74
ZINC000013758739,POL,POL,6.74
ZINC000013759871,POL,POL,6.74
ZINC000013766410,POL,POL,6.74
ZINC000013766412,POL,POL,6.74
ZINC000013766422,POL,POL,6.74
ZINC000013766424,POL,POL,6.74
ZINC000014943864,POL,POL,6.74
ZINC000014946776,POL,POL,6.74
ZINC000026380469,POL,POL,6.74
ZINC000026380472,POL,POL,6.74
