zinc_id,gene_name,gene_name,affinity
ZINC000150522334,POL,POL,8.30
ZINC000150552082,POL,POL,8.30
ZINC000169330257,POL,POL,8.30
ZINC000253637838,POL,POL,8.30
ZINC000261103274,POL,POL,8.30
ZINC000261103276,POL,POL,8.30
ZINC000005723228,POL,POL,8.29
ZINC000005891560,POL,POL,8.29
ZINC000013797470,POL,POL,8.29
ZINC000017211389,POL,POL,8.29
ZINC000026735100,POL,POL,8.29
ZINC000027435282,POL,POL,8.29
ZINC000038146844,POL,POL,8.29
ZINC000038146846,POL,POL,8.29
ZINC000038146873,POL,POL,8.29
ZINC000038146875,POL,POL,8.29
ZINC000038155310,POL,POL,8.29
ZINC000150534703,POL,POL,8.29
ZINC000150534705,POL,POL,8.29
ZINC000003786324,POL,POL,8.28
ZINC000005833538,POL,POL,8.28
ZINC000005833555,POL,POL,8.28
ZINC000005833564,POL,POL,8.28
ZINC000005833584,POL,POL,8.28
ZINC000014942850,POL,POL,8.28
ZINC000014943387,POL,POL,8.28
ZINC000014946445,POL,POL,8.28
ZINC000014946458,POL,POL,8.28
ZINC000014946768,POL,POL,8.28
ZINC000026643690,POL,POL,8.28
ZINC000026653996,POL,POL,8.28
ZINC000026656325,POL,POL,8.28
ZINC000027417021,POL,POL,8.28
ZINC000027417026,POL,POL,8.28
ZINC000027417030,POL,POL,8.28
ZINC000027417036,POL,POL,8.28
ZINC000049926738,POL,POL,8.28
ZINC000058534322,POL,POL,8.28
ZINC000095543016,POL,POL,8.28
ZINC000095546304,POL,POL,8.28
ZINC000095610744,POL,POL,8.28
ZINC000100388398,POL,POL,8.28
ZINC000101258709,POL,POL,8.28
ZINC000101258711,POL,POL,8.28
ZINC000102256870,POL,POL,8.28
ZINC000102256874,POL,POL,8.28
ZINC000169363415,POL,POL,8.28
ZINC000003915258,POL,POL,8.27
ZINC000003985328,POL,POL,8.27
ZINC000013472002,POL,POL,8.27
ZINC000014942884,POL,POL,8.27
ZINC000014946749,POL,POL,8.27
ZINC000026016097,POL,POL,8.27
ZINC000026575782,POL,POL,8.27
ZINC000026575783,POL,POL,8.27
ZINC000026575784,POL,POL,8.27
ZINC000026820566,POL,POL,8.27
ZINC000026838072,POL,POL,8.27
ZINC000026838077,POL,POL,8.27
ZINC000026953773,POL,POL,8.27
ZINC000027520672,POL,POL,8.27
ZINC000027520675,POL,POL,8.27
ZINC000028368454,POL,POL,8.27
ZINC000100830351,POL,POL,8.27
ZINC000100830352,POL,POL,8.27
ZINC000150522306,POL,POL,8.27
ZINC000150554926,POL,POL,8.27
ZINC000150554932,POL,POL,8.27
ZINC000150558992,POL,POL,8.27
ZINC000013671800,POL,POL,8.26
ZINC000013744217,POL,POL,8.26
ZINC000013744219,POL,POL,8.26
ZINC000026295406,POL,POL,8.26
ZINC000026295410,POL,POL,8.26
ZINC000028572012,POL,POL,8.26
ZINC000101475121,POL,POL,8.26
ZINC000101475124,POL,POL,8.26
ZINC000150529580,POL,POL,8.26
ZINC000160937475,POL,POL,8.26
ZINC000253712142,POL,POL,8.26
ZINC000013782662,POL,POL,8.25
ZINC000026655488,POL,POL,8.25
ZINC000028387311,POL,POL,8.25
ZINC000028387317,POL,POL,8.25
ZINC000028387325,POL,POL,8.25
ZINC000028387333,POL,POL,8.25
ZINC000028465604,POL,POL,8.25
ZINC000028465608,POL,POL,8.25
ZINC000261077171,POL,POL,8.25
ZINC000003815643,POL,POL,8.24
ZINC000003815644,POL,POL,8.24
ZINC000003989595,POL,POL,8.24
ZINC000013756082,POL,POL,8.24
ZINC000013756552,POL,POL,8.24
ZINC000014943352,POL,POL,8.24
ZINC000014943353,POL,POL,8.24
ZINC000014943354,POL,POL,8.24
ZINC000014943473,POL,POL,8.24
ZINC000014946447,POL,POL,8.24
ZINC000014946755,POL,POL,8.24
ZINC000026015497,POL,POL,8.24
ZINC000026179107,POL,POL,8.24
ZINC000026179113,POL,POL,8.24
ZINC000026395304,POL,POL,8.24
ZINC000026395308,POL,POL,8.24
ZINC000026729183,POL,POL,8.24
ZINC000026730318,POL,POL,8.24
ZINC000026732978,POL,POL,8.24
ZINC000095546316,POL,POL,8.24
ZINC000095558067,POL,POL,8.24
ZINC000095609644,POL,POL,8.24
ZINC000095609645,POL,POL,8.24
ZINC000101231336,POL,POL,8.24
ZINC000101231341,POL,POL,8.24
ZINC000000597720,POL,POL,8.23
ZINC000013761703,POL,POL,8.23
ZINC000013761704,POL,POL,8.23
ZINC000095543719,POL,POL,8.23
ZINC000003580965,POL,POL,8.22
ZINC000003611240,POL,POL,8.22
ZINC000003833857,POL,POL,8.22
ZINC000003833870,POL,POL,8.22
ZINC000003915259,POL,POL,8.22
ZINC000003935320,POL,POL,8.22
ZINC000003944689,POL,POL,8.22
ZINC000003985741,POL,POL,8.22
ZINC000013744915,POL,POL,8.22
ZINC000013744921,POL,POL,8.22
ZINC000013759857,POL,POL,8.22
ZINC000013759861,POL,POL,8.22
ZINC000014943013,POL,POL,8.22
ZINC000014943269,POL,POL,8.22
ZINC000014943468,POL,POL,8.22
ZINC000014943885,POL,POL,8.22
ZINC000014946673,POL,POL,8.22
ZINC000014946674,POL,POL,8.22
ZINC000014946679,POL,POL,8.22
ZINC000014946680,POL,POL,8.22
ZINC000026293819,POL,POL,8.22
ZINC000026293824,POL,POL,8.22
ZINC000026499035,POL,POL,8.22
ZINC000026499040,POL,POL,8.22
ZINC000026499044,POL,POL,8.22
ZINC000026499049,POL,POL,8.22
ZINC000026735084,POL,POL,8.22
ZINC000027201553,POL,POL,8.22
ZINC000027330542,POL,POL,8.22
ZINC000027520427,POL,POL,8.22
ZINC000028226872,POL,POL,8.22
ZINC000028226876,POL,POL,8.22
ZINC000028459595,POL,POL,8.22
ZINC000028459598,POL,POL,8.22
ZINC000028530430,POL,POL,8.22
ZINC000029310629,POL,POL,8.22
ZINC000036124640,POL,POL,8.22
ZINC000036124643,POL,POL,8.22
ZINC000052972253,POL,POL,8.22
ZINC000095541908,POL,POL,8.22
ZINC000095610789,POL,POL,8.22
ZINC000095610790,POL,POL,8.22
ZINC000100795553,POL,POL,8.22
ZINC000100795555,POL,POL,8.22
ZINC000101267343,POL,POL,8.22
ZINC000101267345,POL,POL,8.22
ZINC000101279051,POL,POL,8.22
ZINC000101279056,POL,POL,8.22
ZINC000101279059,POL,POL,8.22
ZINC000101279066,POL,POL,8.22
ZINC000137084759,POL,POL,8.22
ZINC000201746225,POL,POL,8.22
ZINC000253697018,POL,POL,8.22
ZINC000299806384,POL,POL,8.22
ZINC000005934166,POL,POL,8.21
ZINC000013587692,POL,POL,8.21
ZINC000013761709,POL,POL,8.21
ZINC000013761710,POL,POL,8.21
ZINC000014943048,POL,POL,8.21
ZINC000014946387,POL,POL,8.21
ZINC000026153080,POL,POL,8.21
ZINC000026153098,POL,POL,8.21
ZINC000026289244,POL,POL,8.21
ZINC000026289249,POL,POL,8.21
ZINC000026649154,POL,POL,8.21
ZINC000026732520,POL,POL,8.21
ZINC000026826059,POL,POL,8.21
ZINC000027093224,POL,POL,8.21
ZINC000027621833,POL,POL,8.21
ZINC000027764573,POL,POL,8.21
ZINC000028530340,POL,POL,8.21
ZINC000036139733,POL,POL,8.21
ZINC000038146868,POL,POL,8.21
ZINC000038146871,POL,POL,8.21
ZINC000049605951,POL,POL,8.21
ZINC000095546173,POL,POL,8.21
ZINC000101170138,POL,POL,8.21
ZINC000101170143,POL,POL,8.21
ZINC000102226225,POL,POL,8.21
ZINC000102226228,POL,POL,8.21
ZINC000253975387,POL,POL,8.21
ZINC000014944411,POL,POL,8.20
ZINC000014946753,POL,POL,8.20
ZINC000026720853,POL,POL,8.20
ZINC000026720861,POL,POL,8.20
ZINC000027983763,POL,POL,8.20
ZINC000049926753,POL,POL,8.20
ZINC000102194427,POL,POL,8.20
ZINC000102194431,POL,POL,8.20
ZINC000003930686,POL,POL,8.19
ZINC000006581572,POL,POL,8.19
ZINC000014945748,POL,POL,8.19
ZINC000027198620,POL,POL,8.19
ZINC000027198625,POL,POL,8.19
ZINC000029307987,POL,POL,8.19
ZINC000029307991,POL,POL,8.19
ZINC000036140468,POL,POL,8.19
ZINC000003938824,POL,POL,8.18
ZINC000026174612,POL,POL,8.18
ZINC000026988665,POL,POL,8.18
ZINC000027107494,POL,POL,8.18
ZINC000027197148,POL,POL,8.18
ZINC000027197155,POL,POL,8.18
ZINC000095608327,POL,POL,8.18
ZINC000095608328,POL,POL,8.18
ZINC000000586605,POL,POL,8.17
ZINC000001490703,POL,POL,8.17
ZINC000003941595,POL,POL,8.17
ZINC000005832332,POL,POL,8.17
ZINC000005836983,POL,POL,8.17
ZINC000005837000,POL,POL,8.17
ZINC000014943440,POL,POL,8.17
ZINC000014943441,POL,POL,8.17
ZINC000027196076,POL,POL,8.17
ZINC000027196083,POL,POL,8.17
ZINC000027432258,POL,POL,8.17
ZINC000027432265,POL,POL,8.17
ZINC000027562959,POL,POL,8.17
ZINC000027562964,POL,POL,8.17
ZINC000027617057,POL,POL,8.17
ZINC000027654405,POL,POL,8.17
ZINC000038155307,POL,POL,8.17
ZINC000049902612,POL,POL,8.17
ZINC000049902618,POL,POL,8.17
ZINC000049908132,POL,POL,8.17
ZINC000100053527,POL,POL,8.17
ZINC000100053532,POL,POL,8.17
ZINC000150534697,POL,POL,8.17
ZINC000150534699,POL,POL,8.17
ZINC000253635849,POL,POL,8.17
ZINC000253635852,POL,POL,8.17
ZINC000003964602,POL,POL,8.16
ZINC000013589474,POL,POL,8.16
ZINC000013744234,POL,POL,8.16
ZINC000013744239,POL,POL,8.16
ZINC000013761665,POL,POL,8.16
ZINC000013761666,POL,POL,8.16
ZINC000013775985,POL,POL,8.16
ZINC000014946434,POL,POL,8.16
ZINC000014946737,POL,POL,8.16
ZINC000026829536,POL,POL,8.16
ZINC000095546469,POL,POL,8.16
ZINC000102186220,POL,POL,8.16
ZINC000102186226,POL,POL,8.16
ZINC000150353321,POL,POL,8.16
ZINC000000006471,POL,POL,8.15
ZINC000001491465,POL,POL,8.15
ZINC000003953045,POL,POL,8.15
ZINC000013589473,POL,POL,8.15
ZINC000013604429,POL,POL,8.15
ZINC000013759856,POL,POL,8.15
ZINC000013759876,POL,POL,8.15
ZINC000013824398,POL,POL,8.15
ZINC000014943146,POL,POL,8.15
ZINC000014945765,POL,POL,8.15
ZINC000014946341,POL,POL,8.15
ZINC000014946342,POL,POL,8.15
ZINC000014946408,POL,POL,8.15
ZINC000014946409,POL,POL,8.15
ZINC000014946446,POL,POL,8.15
ZINC000024691918,POL,POL,8.15
ZINC000026294033,POL,POL,8.15
ZINC000026496633,POL,POL,8.15
ZINC000026718717,POL,POL,8.15
ZINC000026718722,POL,POL,8.15
ZINC000026837144,POL,POL,8.15
ZINC000026989915,POL,POL,8.15
ZINC000027192119,POL,POL,8.15
ZINC000027201548,POL,POL,8.15
ZINC000027330093,POL,POL,8.15
ZINC000027330097,POL,POL,8.15
ZINC000029312142,POL,POL,8.15
ZINC000029570603,POL,POL,8.15
ZINC000029570620,POL,POL,8.15
ZINC000034095713,POL,POL,8.15
ZINC000034820442,POL,POL,8.15
ZINC000036152466,POL,POL,8.15
ZINC000055843139,POL,POL,8.15
ZINC000095541786,POL,POL,8.15
ZINC000095616104,POL,POL,8.15
ZINC000261112963,POL,POL,8.15
ZINC000261112964,POL,POL,8.15
ZINC000261112965,POL,POL,8.15
ZINC000261112966,POL,POL,8.15
ZINC000013604432,POL,POL,8.14
ZINC000013682481,POL,POL,8.14
ZINC000014946717,POL,POL,8.14
ZINC000014946722,POL,POL,8.14
ZINC000014946775,POL,POL,8.14
ZINC000026286281,POL,POL,8.14
ZINC000026286287,POL,POL,8.14
ZINC000034849728,POL,POL,8.14
ZINC000049804052,POL,POL,8.14
ZINC000058617974,POL,POL,8.14
ZINC000261149415,POL,POL,8.14
ZINC000006424955,POL,POL,8.13
ZINC000014943477,POL,POL,8.13
ZINC000095546171,POL,POL,8.13
ZINC000100764398,POL,POL,8.13
ZINC000100764401,POL,POL,8.13
ZINC000003930425,POL,POL,8.12
ZINC000014946718,POL,POL,8.12
ZINC000014946736,POL,POL,8.12
ZINC000026646754,POL,POL,8.12
ZINC000026650153,POL,POL,8.12
ZINC000026987101,POL,POL,8.12
ZINC000026991907,POL,POL,8.12
ZINC000027903536,POL,POL,8.12
ZINC000095541999,POL,POL,8.12
ZINC000095546279,POL,POL,8.12
ZINC000095610539,POL,POL,8.12
ZINC000100793166,POL,POL,8.12
ZINC000100793169,POL,POL,8.12
ZINC000101180909,POL,POL,8.12
ZINC000101180912,POL,POL,8.12
ZINC000150522324,POL,POL,8.12
ZINC000000586596,POL,POL,8.11
ZINC000003815645,POL,POL,8.11
ZINC000013587695,POL,POL,8.11
ZINC000013756550,POL,POL,8.11
ZINC000013775991,POL,POL,8.11
ZINC000026181295,POL,POL,8.11
ZINC000026181300,POL,POL,8.11
ZINC000026496637,POL,POL,8.11
ZINC000027083707,POL,POL,8.11
ZINC000027562971,POL,POL,8.11
ZINC000028572388,POL,POL,8.11
ZINC000036139708,POL,POL,8.11
ZINC000036139716,POL,POL,8.11
ZINC000038156469,POL,POL,8.11
ZINC000038156470,POL,POL,8.11
ZINC000049756611,POL,POL,8.11
ZINC000095546294,POL,POL,8.11
ZINC000095609580,POL,POL,8.11
ZINC000095609581,POL,POL,8.11
ZINC000150534727,POL,POL,8.11
ZINC000150534729,POL,POL,8.11
ZINC000150577233,POL,POL,8.11
ZINC000001491466,POL,POL,8.10
ZINC000003611237,POL,POL,8.10
ZINC000003811140,POL,POL,8.10
ZINC000003927248,POL,POL,8.10
ZINC000003932456,POL,POL,8.10
ZINC000005887190,POL,POL,8.10
ZINC000006380343,POL,POL,8.10
ZINC000006411230,POL,POL,8.10
ZINC000013759855,POL,POL,8.10
ZINC000013759862,POL,POL,8.10
ZINC000013759880,POL,POL,8.10
ZINC000014277276,POL,POL,8.10
ZINC000014943298,POL,POL,8.10
ZINC000014943402,POL,POL,8.10
ZINC000014943403,POL,POL,8.10
ZINC000014943866,POL,POL,8.10
ZINC000014945747,POL,POL,8.10
ZINC000014946762,POL,POL,8.10
ZINC000018516586,POL,POL,8.10
ZINC000026017559,POL,POL,8.10
ZINC000026017568,POL,POL,8.10
ZINC000026174533,POL,POL,8.10
ZINC000026290163,POL,POL,8.10
ZINC000026290168,POL,POL,8.10
ZINC000026489602,POL,POL,8.10
ZINC000026497579,POL,POL,8.10
ZINC000026497583,POL,POL,8.10
ZINC000026573396,POL,POL,8.10
ZINC000026574542,POL,POL,8.10
ZINC000026990732,POL,POL,8.10
ZINC000026997767,POL,POL,8.10
ZINC000027859692,POL,POL,8.10
ZINC000027895658,POL,POL,8.10
ZINC000027895664,POL,POL,8.10
ZINC000027897352,POL,POL,8.10
ZINC000027897358,POL,POL,8.10
ZINC000027987848,POL,POL,8.10
ZINC000027987860,POL,POL,8.10
ZINC000028133842,POL,POL,8.10
ZINC000028530077,POL,POL,8.10
ZINC000029206916,POL,POL,8.10
ZINC000029396284,POL,POL,8.10
ZINC000029411041,POL,POL,8.10
ZINC000049599647,POL,POL,8.10
ZINC000049682781,POL,POL,8.10
ZINC000095541765,POL,POL,8.10
ZINC000095541766,POL,POL,8.10
ZINC000095606431,POL,POL,8.10
ZINC000095606432,POL,POL,8.10
ZINC000095607080,POL,POL,8.10
ZINC000095607081,POL,POL,8.10
ZINC000100769859,POL,POL,8.10
ZINC000100769862,POL,POL,8.10
ZINC000100769863,POL,POL,8.10
ZINC000100769866,POL,POL,8.10
ZINC000160937622,POL,POL,8.10
ZINC000253697891,POL,POL,8.10
ZINC000005974647,POL,POL,8.09
ZINC000013682477,POL,POL,8.09
ZINC000014942858,POL,POL,8.09
ZINC000014943385,POL,POL,8.09
ZINC000014944393,POL,POL,8.09
ZINC000026176933,POL,POL,8.09
ZINC000026179135,POL,POL,8.09
ZINC000026179144,POL,POL,8.09
ZINC000026977768,POL,POL,8.09
ZINC000049627495,POL,POL,8.09
ZINC000096126886,POL,POL,8.09
ZINC000169352021,POL,POL,8.09
ZINC000253695389,POL,POL,8.09
ZINC000013756080,POL,POL,8.08
ZINC000023357740,POL,POL,8.08
ZINC000026830882,POL,POL,8.08
ZINC000036124597,POL,POL,8.08
ZINC000049720451,POL,POL,8.08
ZINC000169352023,POL,POL,8.08
ZINC000169684421,POL,POL,8.08
ZINC000014944423,POL,POL,8.07
ZINC000014945761,POL,POL,8.07
ZINC000026840753,POL,POL,8.07
ZINC000026946554,POL,POL,8.07
ZINC000027106962,POL,POL,8.07
ZINC000027847609,POL,POL,8.07
ZINC000027989713,POL,POL,8.07
ZINC000027989720,POL,POL,8.07
ZINC000150529585,POL,POL,8.07
ZINC000006733251,POL,POL,8.06
ZINC000013978736,POL,POL,8.06
ZINC000026838537,POL,POL,8.06
ZINC000027987174,POL,POL,8.06
ZINC000027987180,POL,POL,8.06
ZINC000100764112,POL,POL,8.06
ZINC000100764116,POL,POL,8.06
ZINC000003916079,POL,POL,8.05
ZINC000003919311,POL,POL,8.05
ZINC000003922084,POL,POL,8.05
ZINC000003993853,POL,POL,8.05
ZINC000005847432,POL,POL,8.05
ZINC000006069063,POL,POL,8.05
ZINC000013744975,POL,POL,8.05
ZINC000013744978,POL,POL,8.05
ZINC000013759854,POL,POL,8.05
ZINC000013861549,POL,POL,8.05
ZINC000013861555,POL,POL,8.05
ZINC000014943123,POL,POL,8.05
ZINC000014946339,POL,POL,8.05
ZINC000014946395,POL,POL,8.05
ZINC000014953652,POL,POL,8.05
ZINC000016051827,POL,POL,8.05
ZINC000026168327,POL,POL,8.05
ZINC000026168332,POL,POL,8.05
ZINC000026278738,POL,POL,8.05
ZINC000026278745,POL,POL,8.05
ZINC000026295800,POL,POL,8.05
ZINC000026295805,POL,POL,8.05
ZINC000026673428,POL,POL,8.05
ZINC000026673431,POL,POL,8.05
ZINC000027520264,POL,POL,8.05
ZINC000027891583,POL,POL,8.05
ZINC000027891589,POL,POL,8.05
ZINC000027998152,POL,POL,8.05
ZINC000028476696,POL,POL,8.05
ZINC000028476699,POL,POL,8.05
ZINC000028571934,POL,POL,8.05
ZINC000028769013,POL,POL,8.05
ZINC000034817570,POL,POL,8.05
ZINC000058507453,POL,POL,8.05
ZINC000095546488,POL,POL,8.05
ZINC000100712865,POL,POL,8.05
ZINC000100712867,POL,POL,8.05
ZINC000100712870,POL,POL,8.05
ZINC000100712873,POL,POL,8.05
ZINC000150530620,POL,POL,8.05
ZINC000150577360,POL,POL,8.05
ZINC000169360549,POL,POL,8.05
ZINC000261160494,POL,POL,8.05
ZINC000299818069,POL,POL,8.05
ZINC000299822702,POL,POL,8.05
ZINC000299822712,POL,POL,8.05
ZINC000299822720,POL,POL,8.05
ZINC000299822729,POL,POL,8.05
ZINC000006536657,POL,POL,8.04
ZINC000006536662,POL,POL,8.04
ZINC000013682473,POL,POL,8.04
ZINC000013756090,POL,POL,8.04
ZINC000026834399,POL,POL,8.04
ZINC000027985985,POL,POL,8.04
ZINC000100987440,POL,POL,8.04
ZINC000005883337,POL,POL,8.03
ZINC000013761725,POL,POL,8.03
ZINC000013761726,POL,POL,8.03
ZINC000027653967,POL,POL,8.03
ZINC000027653971,POL,POL,8.03
ZINC000095609605,POL,POL,8.03
ZINC000101166606,POL,POL,8.03
ZINC000101166608,POL,POL,8.03
ZINC000005887012,POL,POL,8.02
ZINC000026648171,POL,POL,8.02
ZINC000026823866,POL,POL,8.02
ZINC000026937954,POL,POL,8.02
ZINC000026984640,POL,POL,8.02
ZINC000027518893,POL,POL,8.02
ZINC000027518894,POL,POL,8.02
ZINC000027980841,POL,POL,8.02
ZINC000029253273,POL,POL,8.02
ZINC000029253278,POL,POL,8.02
ZINC000038155923,POL,POL,8.02
ZINC000049926740,POL,POL,8.02
ZINC000058513299,POL,POL,8.02
ZINC000095540188,POL,POL,8.02
ZINC000095546152,POL,POL,8.02
ZINC000095546153,POL,POL,8.02
ZINC000095546154,POL,POL,8.02
ZINC000014945746,POL,POL,8.01
ZINC000014946432,POL,POL,8.01
ZINC000027997316,POL,POL,8.01
ZINC000027997320,POL,POL,8.01
ZINC000095546305,POL,POL,8.01
ZINC000096126915,POL,POL,8.01
ZINC000096178618,POL,POL,8.01
ZINC000101346432,POL,POL,8.01
ZINC000101346435,POL,POL,8.01
ZINC000150585140,POL,POL,8.01
ZINC000000007504,POL,POL,8.00
ZINC000000017576,POL,POL,8.00
ZINC000000020473,POL,POL,8.00
ZINC000000024168,POL,POL,8.00
ZINC000000089763,POL,POL,8.00
ZINC000000603886,POL,POL,8.00
ZINC000000841494,POL,POL,8.00
ZINC000003648344,POL,POL,8.00
ZINC000003833854,POL,POL,8.00
ZINC000003941836,POL,POL,8.00
ZINC000003943413,POL,POL,8.00
ZINC000005841360,POL,POL,8.00
ZINC000005842374,POL,POL,8.00
ZINC000005886942,POL,POL,8.00
ZINC000005892932,POL,POL,8.00
ZINC000006385130,POL,POL,8.00
ZINC000006385141,POL,POL,8.00
ZINC000006385184,POL,POL,8.00
ZINC000006385187,POL,POL,8.00
ZINC000013740377,POL,POL,8.00
ZINC000013744875,POL,POL,8.00
ZINC000013744877,POL,POL,8.00
ZINC000013744879,POL,POL,8.00
ZINC000013761611,POL,POL,8.00
ZINC000013761612,POL,POL,8.00
ZINC000013831130,POL,POL,8.00
ZINC000014942848,POL,POL,8.00
ZINC000014943157,POL,POL,8.00
ZINC000014943874,POL,POL,8.00
ZINC000014979591,POL,POL,8.00
ZINC000026004068,POL,POL,8.00
ZINC000026150443,POL,POL,8.00
ZINC000026150451,POL,POL,8.00
ZINC000026179126,POL,POL,8.00
ZINC000026295390,POL,POL,8.00
ZINC000026295393,POL,POL,8.00
ZINC000026295398,POL,POL,8.00
ZINC000026295401,POL,POL,8.00
ZINC000026480839,POL,POL,8.00
ZINC000026485517,POL,POL,8.00
ZINC000026489331,POL,POL,8.00
ZINC000026576559,POL,POL,8.00
ZINC000026576785,POL,POL,8.00
ZINC000026672483,POL,POL,8.00
ZINC000026672487,POL,POL,8.00
ZINC000026719003,POL,POL,8.00
ZINC000026719008,POL,POL,8.00
ZINC000026719013,POL,POL,8.00
ZINC000026719018,POL,POL,8.00
ZINC000026727997,POL,POL,8.00
ZINC000026730330,POL,POL,8.00
ZINC000027203707,POL,POL,8.00
ZINC000027203713,POL,POL,8.00
ZINC000027203719,POL,POL,8.00
ZINC000027203725,POL,POL,8.00
ZINC000027519378,POL,POL,8.00
ZINC000027520072,POL,POL,8.00
ZINC000027859685,POL,POL,8.00
ZINC000027894269,POL,POL,8.00
ZINC000027894275,POL,POL,8.00
ZINC000028224774,POL,POL,8.00
ZINC000028226444,POL,POL,8.00
ZINC000028226447,POL,POL,8.00
ZINC000028227716,POL,POL,8.00
ZINC000028227720,POL,POL,8.00
ZINC000028228509,POL,POL,8.00
ZINC000028228513,POL,POL,8.00
ZINC000028259896,POL,POL,8.00
ZINC000028259900,POL,POL,8.00
ZINC000028355845,POL,POL,8.00
ZINC000028527350,POL,POL,8.00
ZINC000028527354,POL,POL,8.00
ZINC000028528071,POL,POL,8.00
ZINC000028528072,POL,POL,8.00
ZINC000029395576,POL,POL,8.00
ZINC000034817566,POL,POL,8.00
ZINC000034820446,POL,POL,8.00
ZINC000049799776,POL,POL,8.00
ZINC000049952338,POL,POL,8.00
ZINC000058669901,POL,POL,8.00
ZINC000095539698,POL,POL,8.00
ZINC000095540762,POL,POL,8.00
ZINC000095542313,POL,POL,8.00
ZINC000095544165,POL,POL,8.00
ZINC000095545792,POL,POL,8.00
ZINC000095564990,POL,POL,8.00
ZINC000095606396,POL,POL,8.00
ZINC000095606397,POL,POL,8.00
ZINC000095606398,POL,POL,8.00
ZINC000095606399,POL,POL,8.00
ZINC000095608834,POL,POL,8.00
ZINC000095610029,POL,POL,8.00
ZINC000100032082,POL,POL,8.00
ZINC000100032104,POL,POL,8.00
ZINC000100032108,POL,POL,8.00
ZINC000100032114,POL,POL,8.00
ZINC000101028307,POL,POL,8.00
ZINC000101051691,POL,POL,8.00
ZINC000101063300,POL,POL,8.00
ZINC000150522311,POL,POL,8.00
ZINC000150522763,POL,POL,8.00
ZINC000150529334,POL,POL,8.00
ZINC000150572793,POL,POL,8.00
ZINC000150575276,POL,POL,8.00
ZINC000150584438,POL,POL,8.00
ZINC000150594873,POL,POL,8.00
ZINC000169349208,POL,POL,8.00
ZINC000169349211,POL,POL,8.00
ZINC000169349218,POL,POL,8.00
ZINC000169350430,POL,POL,8.00
ZINC000169352015,POL,POL,8.00
ZINC000169352020,POL,POL,8.00
ZINC000253636488,POL,POL,8.00
ZINC000253636491,POL,POL,8.00
ZINC000261162782,POL,POL,8.00
ZINC000261162784,POL,POL,8.00
ZINC000261177898,POL,POL,8.00
ZINC000095546189,POL,POL,7.99
ZINC000095610626,POL,POL,7.99
ZINC000026647626,POL,POL,7.98
ZINC000027978849,POL,POL,7.98
ZINC000028130525,POL,POL,7.98
ZINC000038155933,POL,POL,7.98
ZINC000095542273,POL,POL,7.98
ZINC000006567771,POL,POL,7.97
ZINC000006567774,POL,POL,7.97
ZINC000014951334,POL,POL,7.97
ZINC000095546183,POL,POL,7.97
ZINC000005887508,POL,POL,7.96
ZINC000006567405,POL,POL,7.96
ZINC000006567430,POL,POL,7.96
ZINC000013471998,POL,POL,7.96
ZINC000013589472,POL,POL,7.96
ZINC000013744989,POL,POL,7.96
ZINC000013744991,POL,POL,7.96
ZINC000013761647,POL,POL,7.96
ZINC000013761648,POL,POL,7.96
ZINC000013761659,POL,POL,7.96
ZINC000013761660,POL,POL,7.96
ZINC000013761711,POL,POL,7.96
ZINC000013761712,POL,POL,7.96
ZINC000014943286,POL,POL,7.96
ZINC000014943314,POL,POL,7.96
ZINC000014943484,POL,POL,7.96
ZINC000014946344,POL,POL,7.96
ZINC000014946748,POL,POL,7.96
ZINC000014953667,POL,POL,7.96
ZINC000026158788,POL,POL,7.96
ZINC000026158803,POL,POL,7.96
ZINC000026181234,POL,POL,7.96
ZINC000026181239,POL,POL,7.96
ZINC000026398600,POL,POL,7.96
ZINC000026570606,POL,POL,7.96
ZINC000026650158,POL,POL,7.96
ZINC000026730312,POL,POL,7.96
ZINC000027199109,POL,POL,7.96
ZINC000027199115,POL,POL,7.96
ZINC000027517862,POL,POL,7.96
ZINC000027517863,POL,POL,7.96
ZINC000028120550,POL,POL,7.96
ZINC000028571877,POL,POL,7.96
ZINC000029254140,POL,POL,7.96
ZINC000029254146,POL,POL,7.96
ZINC000029405103,POL,POL,7.96
ZINC000029486563,POL,POL,7.96
ZINC000038146863,POL,POL,7.96
ZINC000038146866,POL,POL,7.96
ZINC000038148944,POL,POL,7.96
ZINC000038148945,POL,POL,7.96
ZINC000049937607,POL,POL,7.96
ZINC000058609527,POL,POL,7.96
ZINC000095543821,POL,POL,7.96
ZINC000095588084,POL,POL,7.96
ZINC000096904167,POL,POL,7.96
ZINC000101177930,POL,POL,7.96
ZINC000101177933,POL,POL,7.96
ZINC000150522279,POL,POL,7.96
ZINC000299842995,POL,POL,7.96
ZINC000014943039,POL,POL,7.95
ZINC000095610822,POL,POL,7.95
ZINC000299827045,POL,POL,7.95
ZINC000299827061,POL,POL,7.95
ZINC000299827071,POL,POL,7.95
ZINC000299827084,POL,POL,7.95
ZINC000299830171,POL,POL,7.95
ZINC000299830174,POL,POL,7.95
ZINC000299830177,POL,POL,7.95
ZINC000299830181,POL,POL,7.95
ZINC000299830202,POL,POL,7.95
ZINC000299830206,POL,POL,7.95
ZINC000299830208,POL,POL,7.95
ZINC000299830210,POL,POL,7.95
ZINC000014942882,POL,POL,7.94
ZINC000005974553,POL,POL,7.93
ZINC000005974554,POL,POL,7.93
ZINC000026845784,POL,POL,7.93
